==========================================================================================
Watermark Embedding
Selected? 0
==========================================================================================
PSNR	SSIM	Time	Filename
46.0607	00.9860	02.4488	1162.tif
45.7921	00.9912	02.4118	1163.tif
46.0637	00.9917	02.4296	1164.tif
46.0557	00.9947	02.4773	1165.tif
46.0587	00.9960	02.4373	1166.tif
45.4235	00.9898	02.4701	1167.tif
45.9254	00.9907	02.4417	1168.tif
46.0674	00.9909	02.4602	1169.tif
45.9995	00.9964	02.4023	117.tif
44.6669	00.9898	02.4706	1170.tif
46.0517	00.9979	02.4032	1171.tif
46.0594	00.9954	02.4259	1172.tif
46.0455	00.9966	02.3879	1173.tif
46.0501	00.9971	02.3397	1174.tif
46.0483	00.9960	02.4335	1175.tif
45.6987	00.9947	02.4061	1176.tif
46.0528	00.9974	02.4361	1177.tif
45.2060	00.9923	02.4631	1178.tif
46.0574	00.9960	02.4507	1179.tif
46.0553	00.9959	02.3531	118.tif
46.0702	00.9979	02.4352	1180.tif
46.0540	00.9973	02.4238	1181.tif
46.0244	00.9987	02.3310	1182.tif
46.0596	00.9968	02.4097	1183.tif
46.0534	00.9933	02.4683	1184.tif
46.0479	00.9980	02.3653	1185.tif
44.6367	00.9904	02.4392	1186.tif
46.0604	00.9981	02.3518	1187.tif
46.0684	00.9954	02.4078	1188.tif
46.0446	00.9964	02.4181	1189.tif
45.9437	00.9948	02.4008	119.tif
46.0609	00.9983	02.3410	1190.tif
46.0639	00.9927	02.4137	1191.tif
46.0544	00.9962	02.4045	1192.tif
46.0249	00.9947	02.3995	1193.tif
45.0800	00.9916	02.4022	1194.tif
45.9777	00.9940	02.4637	1195.tif
46.0043	00.9939	02.4700	1196.tif
46.0295	00.9947	02.4710	1197.tif
45.9832	00.9950	02.5096	1198.tif
46.0535	00.9875	02.4215	1199.tif
46.0380	00.9950	02.3801	12.tif
46.0222	00.9961	02.3644	120.tif
45.9448	00.9969	02.3868	1200.tif
46.0621	00.9914	02.4360	1201.tif
46.0402	00.9928	02.4436	1202.tif
45.5683	00.9745	02.4392	1203.tif
45.7091	00.9772	02.4457	1204.tif
45.8470	00.9854	02.4606	1205.tif
46.0141	00.9953	02.4624	1206.tif
45.9093	00.9867	02.4536	1207.tif
45.9777	00.9883	02.4476	1208.tif
46.0102	00.9960	02.3953	1209.tif
45.8701	00.9931	02.3504	121.tif
45.8431	00.9841	02.4992	1210.tif
45.9198	00.9826	02.4487	1211.tif
45.5772	00.9745	02.4472	1212.tif
45.8048	00.9983	02.3629	1213.tif
45.8739	00.9878	02.4112	1214.tif
45.4941	00.9735	02.4203	1215.tif
46.0553	00.9972	02.3244	1216.tif
45.9259	00.9843	02.4440	1217.tif
45.8033	00.9946	02.3941	1218.tif
46.0577	00.9969	02.3796	1219.tif
45.9741	00.9942	02.3457	122.tif
45.9241	00.9936	02.3935	1220.tif
46.0506	00.9932	02.4166	1221.tif
45.8590	00.9920	02.3992	1222.tif
45.9672	00.9962	02.4641	1223.tif
45.8655	00.9920	02.4551	1224.tif
45.8641	00.9909	02.4374	1225.tif
45.9327	00.9938	02.4506	1226.tif
45.9167	00.9954	02.4390	1227.tif
45.8661	00.9938	02.4140	1228.tif
46.0309	00.9937	02.4430	1229.tif
45.6282	00.9942	02.3885	123.tif
45.5298	00.9880	02.4630	1230.tif
46.0449	00.9932	02.4361	1231.tif
46.0448	00.9954	02.4069	1232.tif
46.0443	00.9981	02.3787	1233.tif
46.0565	00.9975	02.3583	1234.tif
45.9670	00.9952	02.4405	1235.tif
46.0461	00.9986	02.3502	1236.tif
46.0184	00.9925	02.4646	1237.tif
45.9558	00.9909	02.4670	1238.tif
45.9614	00.9927	02.4585	1239.tif
45.8852	00.9951	02.3447	124.tif
46.0527	00.9954	02.4783	1240.tif
45.2038	00.9862	02.5418	1241.tif
45.7189	00.9899	02.4432	1242.tif
46.0533	00.9930	02.5525	1243.tif
44.9943	00.9916	02.5501	1244.tif
46.0418	00.9939	02.5790	1245.tif
46.0511	00.9949	02.5780	1246.tif
46.0569	00.9949	02.5441	1247.tif
46.0082	00.9896	02.6030	1248.tif
45.9796	00.9896	02.5918	1249.tif
45.9411	00.9949	02.5185	125.tif
45.9226	00.9922	02.6183	1250.tif
46.0608	00.9970	02.5485	1251.tif
46.0467	00.9975	02.5562	1252.tif
46.0537	00.9979	02.5483	1253.tif
46.0610	00.9982	02.6826	1254.tif
46.0670	00.9975	02.7364	1255.tif
46.0311	00.9971	02.7483	1256.tif
46.0530	00.9953	02.7638	1257.tif
45.8848	00.9870	02.8130	1258.tif
45.8174	00.9948	02.7116	1259.tif
46.0538	00.9952	02.6639	126.tif
46.0336	00.9968	02.7595	1260.tif
46.0620	00.9974	02.7297	1261.tif
46.0565	00.9979	02.7333	1262.tif
46.0636	00.9983	02.7795	1263.tif
45.8774	00.9968	02.7069	1264.tif
45.9321	00.9972	02.6867	1265.tif
45.9704	00.9922	02.7379	1266.tif
46.0563	00.9955	02.7402	1267.tif
46.0338	00.9966	02.6899	1268.tif
46.0438	00.9957	02.7353	1269.tif
46.0494	00.9943	02.6979	127.tif
46.0376	00.9962	02.6885	1270.tif
46.0324	00.9952	02.7163	1271.tif
46.0629	00.9916	02.7917	1272.tif
45.7426	00.9949	02.7467	1273.tif
46.0643	00.9978	02.6955	1274.tif
46.0509	00.9969	02.7186	1275.tif
46.0599	00.9991	02.6813	1276.tif
46.0602	00.9995	02.6962	1277.tif
46.0508	00.9960	02.6977	1278.tif
45.4359	00.9934	02.7025	1279.tif
46.0579	00.9973	02.6789	128.tif
46.0581	00.9984	02.7074	1280.tif
45.9763	00.9950	02.7036	1281.tif
46.0362	00.9975	02.6895	1282.tif
46.0434	00.9954	02.4342	1283.tif
46.0554	00.9975	02.3304	1284.tif
46.0579	00.9937	02.3672	1285.tif
46.0403	00.9963	02.3750	1286.tif
46.0361	00.9942	02.3805	1287.tif
46.0524	00.9963	02.3853	1288.tif
46.0586	00.9927	02.4140	1289.tif
46.0652	00.9971	02.3809	129.tif
46.0608	00.9918	02.4613	1290.tif
46.0374	00.9923	02.4109	1291.tif
46.0611	00.9933	02.4073	1292.tif
46.0631	00.9945	02.3764	1293.tif
46.0608	00.9959	02.4380	1294.tif
46.0481	00.9939	02.4141	1295.tif
46.0513	00.9922	02.4561	1296.tif
46.0674	00.9953	02.4523	1297.tif
46.0561	00.9935	02.4691	1298.tif
45.7595	00.9955	02.3923	1299.tif
45.9264	00.9952	02.4275	13.tif
46.0510	00.9967	02.3892	130.tif
46.0338	00.9927	02.4530	1300.tif
46.0553	00.9957	02.3924	1301.tif
45.2132	00.9938	02.4034	1302.tif
46.0495	00.9940	02.4202	1303.tif
46.0507	00.9959	02.4394	1304.tif
46.0534	00.9963	02.4160	1305.tif
46.0658	00.9970	02.3899	1306.tif
46.0537	00.9971	02.4197	1307.tif
46.0557	00.9932	02.4246	1308.tif
46.0433	00.9966	02.4583	1309.tif
46.0504	00.9970	02.3350	131.tif
46.0678	00.9918	02.4685	1310.tif
45.5420	00.9917	02.3952	1311.tif
46.0645	00.9968	02.4065	1312.tif
45.9554	00.9944	02.4072	1313.tif
45.9712	00.9973	02.3785	1314.tif
46.0304	00.9972	02.3694	1315.tif
46.0240	00.9974	02.3551	1316.tif
46.0323	00.9955	02.3509	1317.tif
46.0508	00.9958	02.4122	1318.tif
45.9807	00.9906	02.4841	1319.tif
46.0132	00.9982	02.3541	132.tif
45.9923	00.9932	02.4315	1320.tif
45.9215	00.9980	02.4111	1321.tif
45.7163	00.9968	02.3797	1322.tif
45.4371	00.9919	02.4422	1323.tif
46.0470	00.9986	02.3922	1324.tif
46.0649	00.9986	02.3879	1325.tif
46.0712	00.9964	02.4494	1326.tif
46.0517	00.9975	02.3988	1327.tif
46.0700	00.9957	02.3712	1328.tif
46.0446	00.9970	02.4052	1329.tif
45.7683	00.9949	02.3696	133.tif
46.0542	00.9946	02.4234	1330.tif
46.0472	00.9969	02.3914	1331.tif
46.0703	00.9957	02.3825	1332.tif
46.0625	00.9960	02.3787	1333.tif
46.0150	00.9949	02.3891	1334.tif
46.0390	00.9971	02.3817	1335.tif
46.0238	00.9985	02.3507	1336.tif
45.9479	00.9974	02.3762	1337.tif
45.8978	00.9929	02.4689	1338.tif
45.9315	00.9968	02.3360	134.tif
46.0491	00.9974	02.3362	135.tif
45.7979	00.9965	02.3498	136.tif
46.0377	00.9980	02.3300	137.tif
46.0372	00.9975	02.4052	138.tif
46.0261	00.9973	02.3615	139.tif
45.9951	00.9952	02.3609	14.tif
45.7235	00.9926	02.3698	140.tif
46.0648	00.9976	02.3377	141.tif
46.0588	00.9985	02.3368	142.tif
46.0311	00.9979	02.3243	143.tif
46.0264	00.9979	02.3558	144.tif
46.0495	00.9965	02.3429	145.tif
44.1294	00.9876	02.4824	146.tif
46.0725	00.9907	02.3375	147.tif
45.3037	00.9929	02.3805	148.tif
46.0525	00.9988	02.3423	149.tif
44.8071	00.9902	02.4215	15.tif
46.0557	00.9985	02.3344	150.tif
46.0558	00.9985	02.3403	151.tif
46.0601	00.9984	02.3365	152.tif
45.9829	00.9972	02.3311	153.tif
45.8263	00.9969	02.3467	154.tif
45.6300	00.9928	02.4049	155.tif
45.6435	00.9954	02.3862	156.tif
46.0565	00.9972	02.3551	157.tif
46.0498	00.9980	02.3370	158.tif
46.0464	00.9975	02.4039	159.tif
45.5433	00.9940	02.3754	16.tif
45.9521	00.9968	02.3441	160.tif
45.9635	00.9982	02.3579	161.tif
45.7220	00.9963	02.3584	162.tif
46.0492	00.9977	02.3461	163.tif
46.0251	00.9983	02.3313	164.tif
45.3626	00.9938	02.4076	165.tif
45.8104	00.9966	02.3668	166.tif
45.5880	00.9934	02.3617	167.tif
45.5142	00.9953	02.3837	168.tif
45.9678	00.9971	02.3532	169.tif
45.9498	00.9969	02.3686	17.tif
46.0519	00.9969	02.3200	170.tif
46.0661	00.9967	02.3685	171.tif
46.0510	00.9965	02.3540	172.tif
46.0536	00.9962	02.3624	173.tif
45.7428	00.9970	02.3625	174.tif
46.0311	00.9979	02.3644	175.tif
45.9162	00.9977	02.3354	176.tif
45.8691	00.9970	02.3521	177.tif
46.0320	00.9981	02.8131	178.tif
46.0559	00.9985	02.4822	179.tif
45.7211	00.9965	02.4118	18.tif
45.2042	00.9944	02.3651	180.tif
45.4445	00.9954	02.3633	181.tif
45.7275	00.9958	02.3965	182.tif
45.9463	00.9973	02.3470	183.tif
46.0448	00.9973	02.3742	184.tif
46.0269	00.9973	02.3709	185.tif
45.9417	00.9977	02.3464	186.tif
46.0678	00.9977	02.3515	187.tif
46.0557	00.9985	02.3379	188.tif
46.0394	00.9976	02.3652	189.tif
45.9758	00.9980	02.3575	19.tif
46.0615	00.9980	02.3424	190.tif
46.0337	00.9974	02.3508	191.tif
45.8039	00.9961	02.3804	192.tif
46.0550	00.9955	02.3627	193.tif
46.0198	00.9980	02.3335	194.tif
46.0180	00.9982	02.3241	195.tif
46.0515	00.9965	02.3623	196.tif
46.0266	00.9958	02.3608	197.tif
46.0525	00.9983	02.3313	198.tif
46.0533	00.9986	02.3454	199.tif
45.7357	00.9966	02.4334	2.tif
45.9166	00.9976	02.3535	20.tif
46.0601	00.9991	02.3547	200.tif
46.0502	00.9989	02.3261	201.tif
46.0487	00.9933	02.3617	202.tif
45.9966	00.9974	02.3592	203.tif
46.0386	00.9980	02.3315	204.tif
46.0557	00.9965	02.3661	205.tif
45.8015	00.9949	02.3879	206.tif
46.0049	00.9964	02.3731	207.tif
46.0665	00.9968	02.3889	208.tif
46.0308	00.9983	02.3507	209.tif
46.0425	00.9973	02.3882	21.tif
46.0246	00.9939	02.4346	210.tif
45.1951	00.9906	02.4334	211.tif
45.6749	00.9900	02.4571	212.tif
45.0501	00.9914	02.4377	213.tif
45.0565	00.9910	02.4227	214.tif
46.0251	00.9975	02.3487	215.tif
45.9682	00.9971	02.3824	216.tif
46.0399	00.9967	02.3722	217.tif
46.0383	00.9964	02.4062	218.tif
45.9527	00.9962	02.4186	219.tif
46.0104	00.9978	02.4131	22.tif
46.0010	00.9954	02.4480	220.tif
46.0659	00.9954	02.4251	221.tif
45.6060	00.9934	02.4281	222.tif
45.9055	00.9941	02.4301	223.tif
45.9138	00.9915	02.4257	224.tif
46.0302	00.9923	02.4298	225.tif
46.0179	00.9914	02.4707	226.tif
46.0542	00.9910	02.4599	227.tif
46.0540	00.9932	02.4541	228.tif
46.0500	00.9910	02.4674	229.tif
46.0182	00.9980	02.3872	23.tif
46.0466	00.9897	02.4773	230.tif
46.0731	00.9971	02.3761	231.tif
46.0443	00.9973	02.3788	232.tif
46.0639	00.9969	02.3964	233.tif
46.0291	00.9966	02.4390	234.tif
46.0321	00.9959	02.4213	235.tif
46.0315	00.9958	02.4267	236.tif
46.0013	00.9933	02.4385	237.tif
46.0364	00.9978	02.3935	238.tif
46.0624	00.9979	02.3398	239.tif
46.0226	00.9979	02.3641	24.tif
45.6072	00.9957	02.3656	240.tif
46.0362	00.9985	02.3579	241.tif
46.0600	00.9956	02.3803	242.tif
45.9767	00.9965	02.3793	243.tif
45.2460	00.9932	02.4762	244.tif
46.0531	00.9925	02.4229	245.tif
46.0664	00.9945	02.4779	246.tif
46.0624	00.9896	02.5040	247.tif
46.0605	00.9905	02.4691	248.tif
46.0691	00.9928	02.5134	249.tif
45.9723	00.9983	02.3758	25.tif
46.0434	00.9954	02.4103	250.tif
46.0094	00.9981	02.3828	251.tif
45.9723	00.9991	02.4008	252.tif
46.0190	00.9981	02.4197	253.tif
46.0570	00.9943	02.3983	254.tif
46.0492	00.9988	02.3996	255.tif
46.0499	00.9941	02.4227	256.tif
46.0573	00.9972	02.3945	257.tif
46.0530	00.9920	02.4593	258.tif
45.7320	00.9960	02.4712	259.tif
46.0398	00.9959	02.3619	26.tif
46.0647	00.9960	02.4367	260.tif
46.0705	00.9949	02.3866	261.tif
45.5380	00.9945	02.4442	262.tif
46.0404	00.9974	02.4105	263.tif
46.0513	00.9986	02.4972	264.tif
46.0288	00.9977	02.3521	265.tif
46.0590	00.9985	02.4152	266.tif
46.0451	00.9985	02.3831	267.tif
46.0522	00.9993	02.3788	268.tif
45.9756	00.9983	02.4327	269.tif
45.8569	00.9928	02.3849	27.tif
46.0378	00.9985	02.4322	270.tif
45.8747	00.9936	02.3799	271.tif
45.6324	00.9952	02.4444	272.tif
45.6255	00.9953	02.4482	273.tif
46.0717	00.9932	02.4265	274.tif
46.0692	00.9963	02.3812	275.tif
45.9390	00.9922	02.4286	276.tif
46.0560	00.9937	02.3887	277.tif
46.0638	00.9906	02.3900	278.tif
46.0620	00.9887	02.4132	279.tif
46.0444	00.9925	02.4306	28.tif
46.0556	00.9883	02.4442	280.tif
46.0494	00.9902	02.4181	281.tif
46.0618	00.9858	02.5025	282.tif
46.0531	00.9944	02.3953	283.tif
46.0496	00.9939	02.4592	284.tif
46.0554	00.9946	02.4237	285.tif
45.9890	00.9948	02.3991	286.tif
46.0210	00.9946	02.4059	287.tif
46.0224	00.9968	02.3726	288.tif
46.0320	00.9988	02.4286	289.tif
46.0535	00.9965	02.3777	29.tif
46.0187	00.9991	02.3988	290.tif
46.0368	00.9993	02.4086	291.tif
46.0436	00.9981	02.3931	292.tif
46.0445	00.9985	02.4210	293.tif
46.0533	00.9975	02.3798	294.tif
46.0516	00.9986	02.4359	295.tif
46.0449	00.9961	02.4634	296.tif
46.0617	00.9948	02.3975	297.tif
46.0553	00.9959	02.5126	298.tif
46.0541	00.9960	02.4107	299.tif
46.0461	00.9982	02.3473	3.tif
46.0195	00.9953	02.3647	30.tif
46.0480	00.9943	02.4192	300.tif
45.1891	00.9883	02.4548	301.tif
46.0555	00.9971	02.4253	302.tif
46.0555	00.9968	02.4224	303.tif
46.0424	00.9975	02.3564	304.tif
46.0716	00.9967	02.4668	305.tif
46.0561	00.9923	02.4944	306.tif
46.0573	00.9908	02.4871	307.tif
46.0438	00.9993	02.4230	308.tif
46.0696	00.9994	02.4331	309.tif
46.0111	00.9954	02.4180	31.tif
46.0284	00.9994	02.4293	310.tif
46.0501	00.9998	02.4977	311.tif
46.0368	00.9995	02.4171	312.tif
45.9641	00.9960	02.4186	313.tif
46.0371	00.9991	02.4212	314.tif
46.0139	00.9996	02.3748	315.tif
45.9210	00.9986	02.4242	316.tif
46.0376	00.9997	02.4703	317.tif
46.0344	00.9992	02.4618	318.tif
46.0684	00.9978	02.3775	319.tif
45.8244	00.9959	02.4284	32.tif
46.0531	00.9982	02.3597	320.tif
46.0416	00.9981	02.3703	321.tif
45.7844	00.9947	02.4343	322.tif
46.0240	00.9886	02.4121	323.tif
45.9927	00.9919	02.4215	324.tif
46.0548	00.9972	02.4789	325.tif
45.5220	00.9888	02.4186	326.tif
46.0373	00.9880	02.4537	327.tif
46.0576	00.9923	02.4699	328.tif
46.0617	00.9913	02.4228	329.tif
46.0438	00.9929	02.3677	33.tif
46.0518	00.9883	02.4580	330.tif
45.7129	00.9921	02.4152	331.tif
46.0378	00.9989	02.3800	332.tif
46.0008	00.9982	02.4383	333.tif
46.0602	00.9847	02.4497	334.tif
46.0355	00.9877	02.4707	335.tif
45.8803	00.9964	02.4120	336.tif
46.0622	00.9948	02.4172	337.tif
46.0480	00.9959	02.4391	338.tif
46.0527	00.9982	02.3422	339.tif
45.9622	00.9944	02.3960	34.tif
46.0539	00.9985	02.3514	340.tif
46.0331	00.9995	02.3874	341.tif
46.0504	00.9985	02.3627	342.tif
46.0593	00.9983	02.3458	343.tif
46.0612	00.9964	02.4155	344.tif
46.0618	00.9978	02.3912	345.tif
45.2754	00.9928	02.4248	346.tif
46.0651	00.9891	02.4567	347.tif
46.0533	00.9978	02.3770	348.tif
46.0596	00.9969	02.3164	349.tif
46.0553	00.9963	02.4266	35.tif
46.0620	00.9987	02.3772	350.tif
46.0517	00.9916	02.3988	351.tif
46.0525	00.9982	02.3893	352.tif
45.7985	00.9969	02.3640	353.tif
46.0563	00.9988	02.3418	354.tif
45.7325	00.9967	02.3917	355.tif
46.0549	00.9981	02.3635	356.tif
46.0530	00.9972	02.3884	357.tif
46.0606	00.9921	02.4389	358.tif
46.0625	00.9938	02.3749	359.tif
46.0496	00.9983	02.3656	36.tif
46.0555	00.9940	02.4161	360.tif
45.4373	00.9940	02.4527	361.tif
46.0560	00.9980	02.3508	362.tif
45.9710	00.9973	02.3841	363.tif
46.0571	00.9972	02.3638	364.tif
46.0526	00.9950	02.3755	365.tif
46.0646	00.9919	02.4170	366.tif
46.0682	00.9948	02.4150	367.tif
46.0712	00.9979	02.3736	368.tif
46.0481	00.9955	02.3563	369.tif
46.0408	00.9978	02.3408	37.tif
45.9783	00.9971	02.4017	370.tif
46.0565	00.9977	02.3478	371.tif
46.0632	00.9951	02.3891	372.tif
46.0550	00.9975	02.4324	373.tif
46.0565	00.9952	02.4301	374.tif
46.0553	00.9971	02.3842	375.tif
46.0557	00.9984	02.3951	376.tif
46.0538	00.9991	02.3483	377.tif
46.0579	00.9991	02.3536	378.tif
46.0347	00.9915	02.5180	379.tif
45.4580	00.9952	02.3742	38.tif
46.0554	00.9973	02.3622	380.tif
46.0610	00.9986	02.3442	381.tif
46.0620	00.9965	02.4018	382.tif
46.0657	00.9965	02.3949	383.tif
46.0210	00.9991	02.3837	384.tif
46.0541	00.9989	02.4336	385.tif
46.0586	00.9971	02.3617	386.tif
46.0273	00.9909	02.4230	387.tif
46.0581	00.9938	02.4434	388.tif
46.0687	00.9963	02.3888	389.tif
46.0498	00.9927	02.3966	39.tif
45.7587	00.9922	02.4523	390.tif
46.0610	00.9973	02.3776	391.tif
46.0339	00.9974	02.3564	392.tif
46.0656	00.9988	02.3733	393.tif
46.0560	00.9965	02.3810	394.tif
46.0384	00.9978	02.3584	395.tif
45.7498	00.9933	02.4338	396.tif
45.6939	00.9931	02.4658	397.tif
46.0442	00.9989	02.3917	398.tif
46.0505	00.9987	02.3491	399.tif
45.9226	00.9925	02.3988	4.tif
46.0681	00.9964	02.3993	40.tif
46.0588	00.9972	02.3490	400.tif
46.0209	00.9980	02.3579	401.tif
46.0383	00.9979	02.3501	402.tif
46.0539	00.9978	02.3356	403.tif
