AuSR,Dataset,File,TR,PSNR,SSIM,TCP,Time
1,3,805,70,26.3319,0.8353,0.643,8.8051
1,3,805,80,23.9024,0.7771,0.7697,17.6753
1,3,806,10,42.6518,0.989,0.019,2.715
1,3,806,20,39.1855,0.9831,0.0743,2.8739
1,3,806,30,35.8871,0.9738,0.1554,3.2689
1,3,806,40,33.5591,0.963,0.2616,3.7638
1,3,806,50,31.6413,0.9477,0.3809,4.2867
1,3,806,60,29.8097,0.9244,0.5083,5.6053
1,3,806,70,27.4717,0.8811,0.643,8.8392
1,3,806,80,25.1409,0.8194,0.7697,17.649
1,3,807,10,42.8281,0.9922,0.019,2.6875
1,3,807,20,37.0265,0.9816,0.0743,2.8176
1,3,807,30,34.268,0.9685,0.1554,3.1146
1,3,807,40,32.1822,0.9511,0.2617,3.5303
1,3,807,50,30.4038,0.9294,0.3809,4.2962
1,3,807,60,28.8282,0.9012,0.5083,5.5792
1,3,807,70,26.9734,0.8602,0.643,8.7781
1,3,807,80,24.7638,0.7991,0.7697,17.6075
1,3,808,10,40.2563,0.9867,0.0194,2.7692
1,3,808,20,36.1276,0.9743,0.074,2.8945
1,3,808,30,34.0504,0.9604,0.1546,3.1233
1,3,808,40,31.588,0.9378,0.2611,3.5451
1,3,808,50,29.4197,0.9067,0.3806,4.2165
1,3,808,60,26.7448,0.8624,0.5084,5.5174
1,3,808,70,24.4933,0.805,0.6422,8.5777
1,3,808,80,22.0775,0.7275,0.7694,17.0708
1,3,809,10,39.5258,0.9851,0.0194,2.656
1,3,809,20,37.0502,0.9757,0.074,2.8444
1,3,809,30,34.3995,0.9602,0.1546,3.09
1,3,809,40,32.0005,0.938,0.2611,3.5661
1,3,809,50,29.983,0.9097,0.3806,4.24
1,3,809,60,28.0366,0.8711,0.5085,5.5712
1,3,809,70,26.0736,0.8156,0.6422,9.1287
1,3,809,80,23.6529,0.7327,0.7694,17.0889
1,3,810,10,36.869,0.9844,0.019,2.6383
1,3,810,20,33.2891,0.9675,0.0743,2.8633
1,3,810,30,30.8051,0.9434,0.1554,3.0843
1,3,810,40,28.539,0.9111,0.2617,3.5448
1,3,810,50,26.5819,0.8723,0.3809,4.271
1,3,810,60,24.5041,0.8176,0.5083,5.6019
1,3,810,70,22.7131,0.7533,0.643,8.8241
1,3,810,80,20.9882,0.6723,0.7697,17.6204
1,3,811,10,35.1244,0.9829,0.019,2.7082
1,3,811,20,32.6743,0.9698,0.0743,2.7845
1,3,811,30,31.0905,0.9554,0.1554,3.0972
1,3,811,40,29.3837,0.9352,0.2617,3.5119
1,3,811,50,27.6482,0.9047,0.3809,4.2354
1,3,811,60,25.7038,0.8616,0.5083,5.5829
1,3,811,70,23.7872,0.8027,0.643,8.7497
1,3,811,80,21.7084,0.7274,0.7697,17.5585
1,3,812,10,35.2728,0.9883,0.019,2.6098
1,3,812,20,31.0636,0.97,0.0743,2.7613
1,3,812,30,29.2551,0.9522,0.1554,3.0318
1,3,812,40,27.5257,0.928,0.2617,3.4705
1,3,812,50,25.9009,0.8964,0.3809,4.2368
1,3,812,60,24.3856,0.857,0.5083,5.5946
1,3,812,70,22.7843,0.804,0.643,8.6993
1,3,812,80,21.0674,0.7372,0.7697,17.6441
1,3,813,10,36.4593,0.9877,0.019,2.5926
1,3,813,20,32.1055,0.972,0.0743,2.7512
1,3,813,30,29.7763,0.9532,0.1554,3.0301
1,3,813,40,27.9174,0.9279,0.2617,3.4806
1,3,813,50,26.2986,0.8954,0.3809,4.1885
1,3,813,60,24.7958,0.857,0.5083,5.5531
1,3,813,70,23.0446,0.8028,0.643,8.7401
1,3,813,80,21.233,0.7338,0.7697,17.5613
1,3,814,10,34.2699,0.9858,0.019,2.5888
1,3,814,20,31.2228,0.9693,0.0743,2.773
1,3,814,30,28.9951,0.9502,0.1554,3.065
1,3,814,40,26.8574,0.922,0.2617,3.5302
1,3,814,50,25.1255,0.8869,0.3809,4.2368
1,3,814,60,23.4702,0.8411,0.5083,5.5842
1,3,814,70,21.6987,0.7791,0.643,8.6684
1,3,814,80,19.9112,0.699,0.7697,17.5262
1,3,815,10,34.6969,0.9856,0.019,2.5835
1,3,815,20,31.8847,0.9685,0.0743,2.772
1,3,815,30,29.8174,0.9476,0.1554,3.0627
1,3,815,40,28.163,0.9252,0.2617,3.5252
1,3,815,50,26.6362,0.8963,0.3809,4.231
1,3,815,60,25.061,0.8567,0.5083,5.5557
1,3,815,70,23.2982,0.8022,0.643,8.8342
1,3,815,80,21.2521,0.7254,0.7697,17.5883
1,3,816,10,33.2869,0.979,0.019,2.6623
1,3,816,20,30.7151,0.9644,0.0743,2.7975
1,3,816,30,28.5414,0.9461,0.1554,3.0818
1,3,816,40,26.8473,0.9203,0.2616,3.5244
1,3,816,50,25.2601,0.8882,0.3809,4.2508
1,3,816,60,23.5688,0.844,0.5083,5.5866
1,3,816,70,21.9252,0.7894,0.643,8.77
1,3,816,80,19.9073,0.7135,0.7697,17.55
1,3,817,10,33.7821,0.9799,0.019,2.6499
1,3,817,20,30.562,0.9636,0.0743,2.8315
1,3,817,30,28.4377,0.9439,0.1554,3.0664
1,3,817,40,26.6565,0.9175,0.2617,3.5291
1,3,817,50,25.2134,0.8867,0.3809,4.2508
1,3,817,60,23.6608,0.8442,0.5083,5.5479
1,3,817,70,21.9558,0.7894,0.643,8.7324
1,3,817,80,19.9891,0.7187,0.7697,17.5057
1,3,818,10,32.5728,0.9764,0.0194,2.6702
1,3,818,20,29.1383,0.9543,0.074,2.8635
1,3,818,30,27.0495,0.929,0.1546,3.0839
1,3,818,40,25.4078,0.8967,0.2611,3.5189
1,3,818,50,24.2089,0.863,0.3806,4.2207
1,3,818,60,23.0968,0.8264,0.5085,5.566
1,3,818,70,21.7544,0.7781,0.6422,8.5352
1,3,818,80,20.0288,0.7206,0.7694,17.045
1,3,819,10,33.2344,0.9793,0.019,2.6592
1,3,819,20,29.1921,0.9552,0.0743,2.8129
1,3,819,30,27.2092,0.9314,0.1554,3.0921
1,3,819,40,25.7846,0.9026,0.2617,3.5414
1,3,819,50,24.2951,0.8725,0.3809,4.2809
1,3,819,60,22.9537,0.8362,0.5083,5.5852
1,3,819,70,21.2901,0.783,0.643,8.8029
1,3,819,80,19.5072,0.7154,0.7697,17.5543
1,3,820,10,32.1227,0.9752,0.0194,2.7007
1,3,820,20,30.0736,0.9622,0.074,2.8411
1,3,820,30,28.2567,0.943,0.1546,3.1017
1,3,820,40,26.1046,0.9133,0.2611,3.5013
1,3,820,50,24.3552,0.88,0.3806,4.2567
1,3,820,60,23.0897,0.8424,0.5085,5.5677
1,3,820,70,21.6989,0.7933,0.6422,8.5767
1,3,820,80,19.9985,0.7285,0.7694,17.0301
1,3,821,10,30.1095,0.9807,0.019,2.6255
1,3,821,20,26.0413,0.9532,0.0743,2.8157
1,3,821,30,24.1228,0.9244,0.1554,3.0443
1,3,821,40,22.5129,0.8866,0.2617,3.5533
1,3,821,50,21.6365,0.8555,0.3809,4.3074
1,3,821,60,20.6136,0.8149,0.5083,5.6337
1,3,821,70,19.4536,0.7607,0.643,8.758
1,3,821,80,18.3474,0.6993,0.7697,17.527
1,3,822,10,35.5159,0.9909,0.019,2.6052
1,3,822,20,32.9781,0.9855,0.0743,2.7964
1,3,822,30,30.7762,0.9779,0.1554,3.054
1,3,822,40,28.5913,0.9654,0.2617,3.4986
1,3,822,50,26.0828,0.9451,0.3809,4.2295
1,3,822,60,24.266,0.9178,0.5083,5.5519
1,3,822,70,22.2072,0.8762,0.643,8.7468
1,3,822,80,20.0571,0.821,0.7697,17.5865
1,3,823,10,34.2101,0.988,0.019,2.656
1,3,823,20,31.648,0.9798,0.0743,2.7874
1,3,823,30,29.7272,0.9705,0.1554,3.0613
1,3,823,40,27.8528,0.9572,0.2617,3.519
1,3,823,50,25.7619,0.9362,0.3809,4.2272
1,3,823,60,23.7883,0.9079,0.5083,5.5582
1,3,823,70,21.957,0.8688,0.643,8.7712
1,3,823,80,19.8089,0.8078,0.7697,17.6764
1,3,824,10,36.4946,0.9933,0.019,2.6122
1,3,824,20,31.0739,0.9827,0.0743,2.7876
1,3,824,30,28.4578,0.9688,0.1554,3.0719
1,3,824,40,26.3445,0.9473,0.2617,3.4689
1,3,824,50,24.565,0.9215,0.3808,4.2473
1,3,824,60,22.8105,0.879,0.5083,5.5665
1,3,824,70,20.9018,0.8171,0.643,8.7312
1,3,824,80,18.9272,0.7356,0.7697,17.6153
1,3,825,10,34.5572,0.9928,0.019,2.6479
1,3,825,20,31.1877,0.9847,0.0743,2.7541
1,3,825,30,29.0481,0.9752,0.1554,3.0259
1,3,825,40,26.9947,0.9615,0.2617,3.4918
1,3,825,50,24.9983,0.9386,0.3808,4.2386
1,3,825,60,23.26,0.9113,0.5083,5.6139
1,3,825,70,21.546,0.8725,0.643,8.8516
1,3,825,80,19.6899,0.8184,0.7697,18.1724
1,3,826,10,38.8467,0.9957,0.019,2.604
1,3,826,20,35.4262,0.9915,0.0743,2.7879
1,3,826,30,32.1817,0.9838,0.1554,3.0421
1,3,826,40,29.8456,0.9721,0.2617,3.5421
1,3,826,50,27.4252,0.9535,0.3809,4.2391
1,3,826,60,25.2555,0.9254,0.5083,5.6469
1,3,826,70,22.8009,0.8756,0.643,8.6969
1,3,826,80,20.2811,0.7995,0.7697,17.6546
1,3,827,10,30.4334,0.9845,0.019,2.6098
1,3,827,20,26.8998,0.9682,0.0743,2.8014
1,3,827,30,24.9036,0.9495,0.1554,3.0497
1,3,827,40,23.1033,0.9235,0.2617,3.5171
1,3,827,50,21.6591,0.8927,0.3809,4.2546
1,3,827,60,20.2072,0.8515,0.5083,5.6064
1,3,827,70,18.7436,0.7975,0.643,8.7852
1,3,827,80,17.1833,0.7279,0.7697,17.6325
1,3,828,10,30.9875,0.9821,0.019,2.6301
1,3,828,20,26.1774,0.9657,0.0742,2.7702
1,3,828,30,23.39,0.9429,0.1554,3.0794
1,3,828,40,21.8592,0.9164,0.2617,3.5319
1,3,828,50,20.6223,0.8877,0.3809,4.2548
1,3,828,60,19.5465,0.8525,0.5083,5.6014
1,3,828,70,18.3607,0.8058,0.6429,8.7684
1,3,828,80,17.1661,0.7461,0.7697,17.6305
1,3,829,10,32.4726,0.9885,0.019,2.6024
1,3,829,20,27.1504,0.976,0.0743,2.746
1,3,829,30,24.5208,0.9574,0.1554,3.0405
1,3,829,40,22.9126,0.9343,0.2617,3.5035
1,3,829,50,21.8099,0.9102,0.3809,4.2247
1,3,829,60,20.8103,0.8824,0.5083,5.583
1,3,829,70,19.5252,0.8418,0.6429,8.6795
1,3,829,80,17.9329,0.7778,0.7697,17.5856
1,3,830,10,33.1119,0.9872,0.019,2.6343
1,3,830,20,29.6102,0.9731,0.0743,2.7632
1,3,830,30,27.5845,0.9566,0.1554,3.0526
1,3,830,40,25.5353,0.9334,0.2617,3.4712
1,3,830,50,23.5144,0.8999,0.3809,4.2121
1,3,830,60,21.7099,0.8559,0.5083,5.5913
1,3,830,70,20.0575,0.8017,0.643,8.8319
1,3,830,80,18.1075,0.727,0.7697,17.6314
1,3,831,10,37.1142,0.9907,0.019,2.6875
1,3,831,20,33.8343,0.9832,0.0743,2.8319
1,3,831,30,30.9419,0.9721,0.1554,3.0809
1,3,831,40,28.9154,0.9581,0.2617,3.5254
1,3,831,50,27.2506,0.9415,0.3809,4.2433
1,3,831,60,25.3366,0.9161,0.5083,5.5912
1,3,831,70,22.7978,0.8693,0.643,8.8227
1,3,831,80,20.7065,0.8087,0.7697,17.6313
1,3,832,10,36.5282,0.9912,0.019,2.6068
1,3,832,20,32.5389,0.9829,0.0743,2.797
1,3,832,30,29.8419,0.9709,0.1554,3.0482
1,3,832,40,27.824,0.953,0.2617,3.4954
1,3,832,50,25.8275,0.9295,0.3809,4.2469
1,3,832,60,24.0919,0.8981,0.5083,5.5412
1,3,832,70,22.2237,0.8536,0.643,8.7352
1,3,832,80,19.7867,0.7863,0.7697,17.5118
1,3,833,10,36.161,0.9909,0.019,2.634
1,3,833,20,32.3361,0.9813,0.0743,2.7894
1,3,833,30,30.0607,0.9688,0.1554,3.0199
1,3,833,40,27.8976,0.95,0.2617,3.5627
1,3,833,50,25.9014,0.9261,0.3809,4.2289
1,3,833,60,24.0881,0.8928,0.5083,5.5349
1,3,833,70,21.9775,0.8427,0.643,8.7359
1,3,833,80,19.9154,0.7711,0.7697,17.582
1,3,834,10,39.7294,0.9939,0.0189,2.6321
1,3,834,20,35.9899,0.9892,0.0743,2.8521
1,3,834,30,33.8435,0.9832,0.1554,3.0832
1,3,834,40,31.7133,0.974,0.2617,3.4935
1,3,834,50,29.4631,0.9609,0.3809,4.2472
1,3,834,60,27.2437,0.9404,0.5083,5.5986
1,3,834,70,24.7958,0.9069,0.643,8.7208
1,3,834,80,22.0829,0.8503,0.7697,17.5491
1,3,835,10,39.7719,0.9885,0.019,2.601
1,3,835,20,34.8061,0.9812,0.0743,2.7516
1,3,835,30,31.2261,0.9689,0.1554,3.0254
1,3,835,40,28.4029,0.9486,0.2617,3.5045
1,3,835,50,26.2889,0.9242,0.3809,4.2019
1,3,835,60,24.3033,0.8944,0.5083,5.5928
1,3,835,70,21.6355,0.845,0.6429,8.7812
1,3,835,80,19.0694,0.7771,0.7697,17.6319
1,3,836,10,33.4325,0.9879,0.019,2.5739
1,3,836,20,29.1681,0.9701,0.0743,2.7689
1,3,836,30,26.7777,0.9487,0.1554,3.0758
1,3,836,40,24.7889,0.9192,0.2617,3.5002
1,3,836,50,22.8644,0.8801,0.3809,4.2391
1,3,836,60,21.1916,0.8334,0.5083,5.5702
1,3,836,70,19.4358,0.7675,0.643,8.7079
1,3,836,80,17.5223,0.6838,0.7697,17.6503
1,3,837,10,37.4562,0.9894,0.019,2.6207
1,3,837,20,33.4423,0.9815,0.0743,2.8202
1,3,837,30,30.3884,0.9679,0.1554,3.0942
1,3,837,40,28.1047,0.9509,0.2616,3.4917
1,3,837,50,25.8144,0.929,0.3809,4.2777
1,3,837,60,23.5854,0.8968,0.5083,5.5465
1,3,837,70,21.4153,0.8486,0.643,8.8141
1,3,837,80,19.1611,0.7823,0.7697,17.6574
1,3,838,10,36.3256,0.988,0.019,2.607
1,3,838,20,32.7847,0.9769,0.0743,2.7732
1,3,838,30,30.3404,0.9635,0.1554,3.0635
1,3,838,40,28.0021,0.941,0.2617,3.5189
1,3,838,50,25.8846,0.908,0.3809,4.236
1,3,838,60,23.7075,0.8619,0.5083,5.5586
1,3,838,70,21.4281,0.7962,0.643,8.7767
1,3,838,80,19.048,0.7028,0.7697,17.6532
1,3,839,10,35.1358,0.9893,0.019,2.6099
1,3,839,20,31.1916,0.9768,0.0742,2.7624
1,3,839,30,29.0339,0.9628,0.1554,3.0607
1,3,839,40,26.7608,0.9381,0.2617,3.4891
1,3,839,50,24.8229,0.9063,0.3809,4.2251
1,3,839,60,23.1007,0.8653,0.5083,5.5681
1,3,839,70,21.1945,0.8052,0.6429,8.884
1,3,839,80,18.9542,0.7163,0.7697,17.6237
1,3,840,10,42.4461,0.996,0.019,2.6155
1,3,840,20,38.8844,0.9943,0.0743,2.7784
1,3,840,30,36.091,0.9914,0.1554,3.0403
1,3,840,40,33.7821,0.9874,0.2617,3.5345
1,3,840,50,31.5009,0.9798,0.3809,4.2553
1,3,840,60,29.0191,0.9663,0.5083,5.5265
1,3,840,70,25.7707,0.935,0.6429,8.7595
1,3,840,80,21.874,0.8746,0.7697,17.6219
1,3,841,10,36.8131,0.9918,0.019,2.6475
1,3,841,20,32.1588,0.9845,0.0743,2.7716
1,3,841,30,30.1477,0.9756,0.1554,3.0894
1,3,841,40,28.3255,0.9612,0.2617,3.506
1,3,841,50,26.4976,0.9426,0.3809,4.2189
1,3,841,60,24.2189,0.9081,0.5083,5.568
1,3,841,70,21.9613,0.8582,0.643,8.7478
1,3,841,80,19.7128,0.7877,0.7697,17.6393
1,3,842,10,25.0495,0.9534,0.0194,2.5838
1,3,842,20,22.1784,0.9036,0.074,2.7949
1,3,842,30,20.4243,0.8607,0.1546,3.6335
1,3,842,40,18.9481,0.8113,0.2611,3.4226
1,3,842,50,17.9465,0.7575,0.3806,4.1893
1,3,842,60,17.0185,0.6934,0.5085,5.5435
1,3,842,70,16.1864,0.6215,0.6422,8.5981
1,3,842,80,15.2411,0.5365,0.7694,17.0995
1,3,843,10,24.1439,0.9553,0.0194,2.578
1,3,843,20,21.2709,0.9064,0.074,2.7548
1,3,843,30,20.0352,0.8554,0.1546,3.0268
1,3,843,40,19.2672,0.7943,0.2611,3.437
1,3,843,50,18.6886,0.7311,0.3806,4.195
1,3,843,60,18.1925,0.6677,0.5085,5.529
1,3,843,70,17.6733,0.5977,0.6422,8.591
1,3,843,80,17.0191,0.5169,0.7694,16.9781
1,3,844,10,22.8155,0.9437,0.0194,2.5763
1,3,844,20,20.1767,0.8914,0.074,2.769
1,3,844,30,18.6119,0.844,0.1546,3.1051
1,3,844,40,17.4109,0.7894,0.2611,3.4681
1,3,844,50,16.5062,0.7354,0.3806,4.1935
1,3,844,60,15.7547,0.6785,0.5085,5.5392
1,3,844,70,15.1074,0.6165,0.6422,8.6348
1,3,844,80,14.4397,0.551,0.7694,17.0237
1,3,845,10,25.846,0.9688,0.0194,2.5898
1,3,845,20,22.5751,0.936,0.074,2.7461
1,3,845,30,20.7855,0.905,0.1546,3.0205
1,3,845,40,19.3867,0.8703,0.2611,3.4943
1,3,845,50,18.261,0.8333,0.3806,4.1715
1,3,845,60,17.2768,0.7934,0.5085,5.5536
1,3,845,70,16.4247,0.7515,0.6422,8.6045
1,3,845,80,15.4904,0.699,0.7693,17.1103
1,3,846,10,33.5198,0.9839,0.0194,2.6364
1,3,846,20,30.2913,0.9667,0.074,2.8175
1,3,846,30,28.1924,0.9493,0.1545,3.0564
1,3,846,40,26.2774,0.9275,0.2611,3.4851
1,3,846,50,24.57,0.9016,0.3806,4.2133
1,3,846,60,22.8631,0.8673,0.5085,5.5366
1,3,846,70,21.1778,0.823,0.6422,8.5504
1,3,846,80,19.2814,0.7678,0.7694,16.9965
1,3,847,10,41.6437,0.9876,0.0194,2.5961
1,3,847,20,37.2108,0.9669,0.074,2.7848
1,3,847,30,33.2402,0.9319,0.1546,3.0384
1,3,847,40,29.9365,0.8846,0.2611,3.4618
1,3,847,50,27.4991,0.8312,0.3806,4.1717
1,3,847,60,25.5502,0.7707,0.5085,5.4623
1,3,847,70,23.6233,0.694,0.6422,8.6034
1,3,847,80,21.7509,0.6038,0.7694,17.0116
1,3,848,10,22.4878,0.9268,0.0194,2.6212
1,3,848,20,19.7247,0.8551,0.074,2.7902
1,3,848,30,18.0555,0.7822,0.1546,3.0246
1,3,848,40,16.7782,0.7027,0.2611,3.5119
1,3,848,50,15.8212,0.6252,0.3806,4.2083
1,3,848,60,15.0476,0.5442,0.5085,5.5664
1,3,848,70,14.2699,0.4519,0.6422,8.6088
1,3,848,80,13.573,0.3532,0.7694,17.0644
1,3,849,10,26.7233,0.9772,0.0194,2.6054
1,3,849,20,22.154,0.9409,0.074,2.7591
1,3,849,30,19.6919,0.9007,0.1546,3.0413
1,3,849,40,18.0011,0.8558,0.2611,3.4562
1,3,849,50,16.9028,0.8109,0.3806,4.1609
1,3,849,60,15.8701,0.7568,0.5085,5.5641
1,3,849,70,14.9679,0.7014,0.6422,8.6197
1,3,849,80,14.0817,0.6428,0.7694,17.0768
1,3,850,10,23.1276,0.9484,0.0194,2.5796
1,3,850,20,20.6577,0.9075,0.074,2.8367
1,3,850,30,19.2323,0.8704,0.1546,3.1363
1,3,850,40,18.1185,0.8316,0.2611,3.9525
1,3,850,50,17.2778,0.7952,0.3806,4.18
1,3,850,60,16.5241,0.7565,0.5085,5.5783
1,3,850,70,15.8482,0.7139,0.6422,8.6153
1,3,850,80,15.228,0.6676,0.7694,17.1196
1,3,851,10,29.0461,0.9701,0.0194,2.5951
1,3,851,20,25.3161,0.9382,0.074,2.7863
1,3,851,30,22.9559,0.9002,0.1545,3.0289
1,3,851,40,21.2127,0.855,0.2611,3.4681
1,3,851,50,19.7217,0.8029,0.3806,4.1992
1,3,851,60,18.2919,0.7354,0.5085,5.5574
1,3,851,70,16.9944,0.6545,0.6422,8.583
1,3,851,80,15.7132,0.557,0.7694,17.0304
1,3,852,10,31.115,0.9828,0.0194,2.5883
1,3,852,20,26.8942,0.9632,0.074,2.7681
1,3,852,30,24.5121,0.9401,0.1546,3.038
1,3,852,40,22.5921,0.9117,0.2611,3.4721
1,3,852,50,21.1212,0.8793,0.3806,4.4265
1,3,852,60,19.7973,0.839,0.5085,5.5566
1,3,852,70,18.6138,0.7905,0.6422,8.5545
1,3,852,80,17.4595,0.7327,0.7694,17.0609
1,3,853,10,36.8969,0.9951,0.0194,2.6076
1,3,853,20,31.9997,0.9878,0.074,2.7812
1,3,853,30,28.866,0.9767,0.1545,3.0196
1,3,853,40,26.0081,0.955,0.2611,3.4865
1,3,853,50,23.7331,0.9188,0.3806,4.1675
1,3,853,60,21.6369,0.8707,0.5085,5.6004
1,3,853,70,19.5994,0.8108,0.6422,8.5864
1,3,853,80,17.5916,0.7385,0.7694,17.0574
1,3,854,10,35.5339,0.9906,0.0194,2.6228
1,3,854,20,31.0043,0.9753,0.074,2.8061
1,3,854,30,27.6768,0.9586,0.1546,3.0664
1,3,854,40,25.4795,0.934,0.2611,3.5119
1,3,854,50,23.612,0.9072,0.3806,4.2076
1,3,854,60,21.96,0.8761,0.5085,5.548
1,3,854,70,20.4148,0.8327,0.6421,8.5907
1,3,854,80,19.0134,0.7837,0.7694,17.1359
1,3,855,10,34.76,0.9957,0.0194,2.5994
1,3,855,20,30.6401,0.9921,0.074,2.7355
1,3,855,30,27.9667,0.9872,0.1546,3.0434
1,3,855,40,25.7475,0.9796,0.2611,3.5058
1,3,855,50,23.9671,0.9697,0.3806,4.2145
1,3,855,60,22.4777,0.9569,0.5085,5.5683
1,3,855,70,21.0997,0.9392,0.6422,8.6598
1,3,855,80,19.7815,0.9151,0.7694,17.1105
1,3,856,10,31.055,0.99,0.0194,2.6045
1,3,856,20,27.2348,0.9771,0.074,2.7657
1,3,856,30,25.0354,0.9613,0.1546,3.0468
1,3,856,40,23.3674,0.9397,0.2611,3.5211
1,3,856,50,22.0563,0.9125,0.3806,4.1776
1,3,856,60,20.7142,0.8759,0.5085,5.5365
1,3,856,70,19.3941,0.8283,0.6422,8.5387
1,3,856,80,17.7983,0.7651,0.7694,17.0866
1,3,857,10,31.5134,0.9901,0.019,2.6084
1,3,857,20,27.6365,0.979,0.0743,2.7902
1,3,857,30,25.4567,0.9608,0.1554,3.0471
1,3,857,40,23.7004,0.9344,0.2617,3.5252
1,3,857,50,22.1221,0.898,0.3809,4.2528
1,3,857,60,20.4806,0.848,0.5083,5.59
1,3,857,70,18.9423,0.7852,0.643,8.7641
1,3,857,80,17.3996,0.6999,0.7697,17.6442
1,3,858,10,33.4446,0.992,0.019,2.6226
1,3,858,20,29.8677,0.9846,0.0743,2.8012
1,3,858,30,27.4545,0.9734,0.1554,3.1148
1,3,858,40,25.3067,0.9554,0.2617,3.4919
1,3,858,50,23.3666,0.9262,0.3809,4.2589
1,3,858,60,21.3625,0.8872,0.5083,5.6091
1,3,858,70,19.4585,0.8312,0.643,8.798
1,3,858,80,17.4936,0.7459,0.7697,17.6262
1,3,859,10,36.0173,0.9895,0.0194,2.6687
1,3,859,20,32.4605,0.9839,0.074,2.8548
1,3,859,30,30.4168,0.9778,0.1546,3.1054
1,3,859,40,28.7127,0.9706,0.2611,3.5294
1,3,859,50,27.3515,0.9624,0.3806,4.197
1,3,859,60,25.8079,0.9496,0.5085,5.5443
1,3,859,70,24.1535,0.9313,0.6422,8.604
1,3,859,80,21.8394,0.9001,0.7694,17.66
1,3,860,10,29.9978,0.9809,0.0194,2.7523
1,3,860,20,27.2771,0.9693,0.074,2.8077
1,3,860,30,25.5783,0.9531,0.1546,3.1022
1,3,860,40,24.1917,0.9352,0.2611,3.479
1,3,860,50,22.768,0.9123,0.3806,4.2125
1,3,860,60,21.708,0.8887,0.5085,5.6049
1,3,860,70,20.4727,0.8619,0.6422,8.6617
1,3,860,80,19.0158,0.8176,0.7694,17.0413
1,3,861,10,32.7361,0.9821,0.0194,2.7157
1,3,861,20,29.2984,0.9717,0.074,2.8642
1,3,861,30,27.2951,0.9595,0.1546,3.09
1,3,861,40,25.4055,0.9416,0.2611,3.5283
1,3,861,50,23.9349,0.9218,0.3806,4.2331
1,3,861,60,22.5844,0.8987,0.5085,5.5938
1,3,861,70,21.0292,0.8657,0.6422,8.6356
1,3,861,80,19.2165,0.8166,0.7694,17.1117
1,3,862,10,36.8102,0.9862,0.0194,2.6607
1,3,862,20,33.4129,0.9787,0.074,2.8348
1,3,862,30,31.132,0.9698,0.1546,3.0441
1,3,862,40,29.5707,0.961,0.2611,3.5219
1,3,862,50,28.2131,0.951,0.3806,4.2177
1,3,862,60,26.5942,0.9367,0.5085,5.6032
1,3,862,70,24.2921,0.9146,0.6422,8.5763
1,3,862,80,22.0117,0.8807,0.7694,17.0868
1,3,863,10,31.538,0.9881,0.0189,2.6337
1,3,863,20,27.5956,0.9763,0.0743,2.8125
1,3,863,30,24.81,0.9596,0.1554,3.0543
1,3,863,40,22.9325,0.9352,0.2617,3.4998
1,3,863,50,21.2747,0.9044,0.3809,4.2219
1,3,863,60,19.6451,0.8606,0.5083,5.5555
1,3,863,70,17.8511,0.7971,0.643,8.7804
1,3,863,80,16.2472,0.7094,0.7697,17.6474
1,3,864,10,32.1128,0.9907,0.019,2.6009
1,3,864,20,28.4384,0.9802,0.0743,2.8099
1,3,864,30,25.8583,0.9635,0.1554,3.0942
1,3,864,40,23.7773,0.9418,0.2617,3.5071
1,3,864,50,22.1184,0.914,0.3809,4.2492
1,3,864,60,20.3962,0.8751,0.5083,5.6315
1,3,864,70,18.6376,0.8174,0.643,8.8131
1,3,864,80,16.7781,0.7354,0.7697,17.7058
1,3,865,10,38.2393,0.9938,0.019,2.6724
1,3,865,20,34.174,0.9916,0.0743,2.7795
1,3,865,30,30.973,0.9876,0.1554,3.0957
1,3,865,40,28.0893,0.9806,0.2617,3.4948
1,3,865,50,25.3972,0.9683,0.3809,4.217
1,3,865,60,22.9566,0.9501,0.5083,5.6418
1,3,865,70,20.246,0.9156,0.643,8.7649
1,3,865,80,17.3767,0.8577,0.7697,17.6004
1,3,866,10,32.5433,0.9809,0.019,2.6129
1,3,866,20,30.3295,0.9683,0.0743,2.7964
1,3,866,30,28.5181,0.9527,0.1554,3.0912
1,3,866,40,26.332,0.9254,0.2617,3.5184
1,3,866,50,24.527,0.8931,0.3809,4.273
1,3,866,60,22.9526,0.8554,0.5083,5.5987
1,3,866,70,21.2195,0.8013,0.643,8.743
1,3,866,80,18.9137,0.7234,0.7697,17.6019
1,3,867,10,38.7268,0.9878,0.019,2.6172
1,3,867,20,34.04,0.978,0.0743,2.7836
1,3,867,30,31.2941,0.9641,0.1554,3.0988
1,3,867,40,28.7574,0.9437,0.2616,3.498
1,3,867,50,26.5153,0.9154,0.3809,4.2131
1,3,867,60,24.5774,0.8769,0.5083,5.5377
1,3,867,70,22.2755,0.8133,0.643,8.7993
1,3,867,80,19.6657,0.7244,0.7697,17.5039
1,3,868,10,34.2762,0.9823,0.0189,2.643
1,3,868,20,29.8747,0.9647,0.0743,2.7948
1,3,868,30,27.2554,0.943,0.1554,3.0642
1,3,868,40,25.1168,0.9112,0.2617,3.5044
1,3,868,50,23.4805,0.8722,0.3808,4.2605
1,3,868,60,21.8638,0.8241,0.5083,5.6314
1,3,868,70,20.0025,0.7599,0.643,8.788
1,3,868,80,17.8454,0.6696,0.7697,17.5276
1,3,869,10,36.6766,0.9864,0.0189,2.669
