AuSR,Dataset,File,TR,PSNR,SSIM,TCP,Time
3,3,616,40,31.7334,0.9467,0.1839,3.9867
3,3,616,50,28.966,0.9114,0.3199,5.5653
3,3,616,60,25.351,0.8538,0.4612,8.7338
3,3,616,70,22.9502,0.7809,0.6061,18.2219
3,3,616,80,21.1165,0.7013,0.7442,42.1307
3,3,617,10,43.4945,0.9946,0,3.1589
3,3,617,20,42.6014,0.9929,0,3.2334
3,3,617,30,39.8797,0.9884,0.0555,3.4094
3,3,617,40,37.2583,0.9791,0.1839,4.0105
3,3,617,50,34.8224,0.9678,0.3199,5.5357
3,3,617,60,32.4459,0.9481,0.4612,8.7494
3,3,617,70,29.9361,0.9173,0.6061,17.9756
3,3,617,80,26.4556,0.8695,0.7442,42.1082
3,3,618,10,43.618,0.9917,0,3.1707
3,3,618,20,42.8448,0.9895,0,3.2326
3,3,618,30,38.4435,0.9804,0.0555,3.411
3,3,618,40,35.9267,0.9666,0.1839,4.0075
3,3,618,50,33.6837,0.9472,0.3199,5.4919
3,3,618,60,31.2026,0.919,0.4612,8.723
3,3,618,70,27.1137,0.8574,0.6061,18.9575
3,3,618,80,23.8092,0.7881,0.7442,42.1193
3,3,619,10,41.9604,0.9891,0,3.1464
3,3,619,20,38.8004,0.9837,0,3.2231
3,3,619,30,36.0089,0.971,0.0555,3.4049
3,3,619,40,31.1882,0.9398,0.1839,4.0535
3,3,619,50,28.8791,0.9031,0.3199,5.6008
3,3,619,60,24.7637,0.8316,0.4612,8.6734
3,3,619,70,21.1971,0.7201,0.6061,18.0816
3,3,619,80,19.0556,0.6072,0.7442,42.2309
3,3,620,10,35.781,0.9861,0,3.0622
3,3,620,20,33.215,0.9732,0,3.1412
3,3,620,30,30.9313,0.9505,0.0555,3.3605
3,3,620,40,28.1079,0.9027,0.1839,3.9859
3,3,620,50,25.9884,0.8481,0.3199,5.4907
3,3,620,60,23.721,0.7813,0.4612,8.7238
3,3,620,70,21.3117,0.7047,0.6061,18.1116
3,3,620,80,19.4649,0.6142,0.7442,43.1872
3,3,621,10,35.3042,0.981,0,3.1327
3,3,621,20,31.652,0.9644,0,3.1026
3,3,621,30,28.5855,0.9318,0.0557,3.3235
3,3,621,40,25.3861,0.868,0.1859,4.0243
3,3,621,50,22.9069,0.7852,0.3228,5.4911
3,3,621,60,21.358,0.7026,0.4637,8.53
3,3,621,70,20.0092,0.6191,0.608,17.1371
3,3,621,80,18.6026,0.539,0.7444,45.0218
3,3,622,10,34.3859,0.9798,0,3.0594
3,3,622,20,30.7888,0.9619,0,3.0902
3,3,622,30,27.2184,0.9268,0.0557,3.3261
3,3,622,40,23.7651,0.8574,0.1859,3.9792
3,3,622,50,21.9321,0.7752,0.3228,5.4502
3,3,622,60,20.3223,0.6774,0.4637,8.5349
3,3,622,70,18.9709,0.5763,0.6079,16.9778
3,3,622,80,17.4719,0.4669,0.7444,44.9103
3,3,623,10,32.7936,0.9744,0,3.1043
3,3,623,20,30.0131,0.9543,0,3.1683
3,3,623,30,27.1916,0.9184,0.0555,3.3601
3,3,623,40,24.1461,0.8505,0.1839,4.0057
3,3,623,50,22.1931,0.7746,0.3199,5.5214
3,3,623,60,20.692,0.69,0.4612,8.7185
3,3,623,70,19.4263,0.6058,0.6061,18.1231
3,3,623,80,18.0322,0.5047,0.7442,42.2871
3,3,624,10,36.3012,0.9785,0,3.192
3,3,624,20,33.9102,0.9693,0,3.2063
3,3,624,30,30.5828,0.9479,0.0555,3.4115
3,3,624,40,27.8413,0.9135,0.1839,4.0124
3,3,624,50,25.7248,0.8676,0.3199,5.4941
3,3,624,60,23.7126,0.8125,0.4612,8.7257
3,3,624,70,21.646,0.7491,0.6061,18.3226
3,3,624,80,19.2725,0.6541,0.7442,42.2183
3,3,625,10,41.5632,0.9895,0,3.149
3,3,625,20,35.5045,0.9847,0,3.1644
3,3,625,30,32.5577,0.9751,0.0555,3.4209
3,3,625,40,28.8305,0.9496,0.1839,4.011
3,3,625,50,25.5009,0.9069,0.3199,5.5081
3,3,625,60,22.8938,0.8474,0.4612,8.683
3,3,625,70,20.4494,0.7647,0.6061,18.306
3,3,625,80,18.5877,0.6808,0.7442,44.0099
3,3,626,10,36.6997,0.9811,0,3.1146
3,3,626,20,33.5469,0.9704,0,3.1675
3,3,626,30,30.3943,0.947,0.0555,3.6573
3,3,626,40,27.4114,0.9061,0.1839,4.0203
3,3,626,50,25.2384,0.8541,0.3199,5.4789
3,3,626,60,23.3461,0.7881,0.4612,8.6866
3,3,626,70,21.5302,0.7165,0.6061,18.0554
3,3,626,80,19.269,0.6235,0.7442,42.2397
3,3,627,10,36.3542,0.9801,0,3.1372
3,3,627,20,33.4914,0.9674,0,3.1673
3,3,627,30,30.2298,0.9446,0.0555,3.325
3,3,627,40,27.0603,0.9003,0.1839,4.0336
3,3,627,50,24.6158,0.8384,0.3199,5.5107
3,3,627,60,22.7589,0.7666,0.4612,8.7029
3,3,627,70,20.8089,0.6757,0.6061,18.1427
3,3,627,80,19.2315,0.5774,0.7442,42.1144
3,3,628,10,34.8018,0.9833,0,3.1356
3,3,628,20,31.7189,0.9696,0,3.1148
3,3,628,30,28.0866,0.9381,0.0557,3.3175
3,3,628,40,24.8591,0.8728,0.1859,4.034
3,3,628,50,22.9643,0.7995,0.3228,5.4008
3,3,628,60,21.2575,0.7099,0.4637,8.5234
3,3,628,70,19.5014,0.6072,0.608,17.0237
3,3,628,80,17.9478,0.4965,0.7444,45.1244
3,3,629,10,32.4807,0.9789,0,3.091
3,3,629,20,29.9719,0.9595,0,3.0995
3,3,629,30,27.2619,0.9251,0.0555,3.3325
3,3,629,40,24.4823,0.8607,0.1839,3.9549
3,3,629,50,22.4812,0.784,0.3199,5.4731
3,3,629,60,20.8204,0.6966,0.4612,8.7008
3,3,629,70,19.2925,0.6032,0.6061,18.174
3,3,629,80,18.0616,0.5099,0.7442,42.1964
3,3,630,10,35.9419,0.9826,0,3.2284
3,3,630,20,33.1612,0.9728,0,3.2393
3,3,630,30,30.5799,0.9573,0.0555,3.3909
3,3,630,40,27.6687,0.928,0.1839,4.0873
3,3,630,50,25.3445,0.892,0.3199,5.5996
3,3,630,60,23.2403,0.8452,0.4612,8.7246
3,3,630,70,21.2595,0.7816,0.6061,18.1853
3,3,630,80,19.24,0.712,0.7442,42.2636
3,3,631,10,36.2353,0.9828,0,3.1568
3,3,631,20,33.4346,0.973,0,3.1713
3,3,631,30,30.4172,0.9568,0.0555,3.3948
3,3,631,40,27.685,0.9284,0.1838,4.0368
3,3,631,50,25.5713,0.8938,0.3199,5.5281
3,3,631,60,23.603,0.8494,0.4611,8.7399
3,3,631,70,21.2841,0.7769,0.6061,18.0725
3,3,631,80,19.6019,0.705,0.7442,42.1616
3,3,632,10,37.7665,0.9848,0,3.1297
3,3,632,20,35.3658,0.9748,0,3.199
3,3,632,30,31.0989,0.956,0.0555,3.3965
3,3,632,40,28.1308,0.9263,0.1839,4.0137
3,3,632,50,25.5602,0.8868,0.3199,5.496
3,3,632,60,23.2658,0.837,0.4612,8.7254
3,3,632,70,20.7088,0.7582,0.6061,18.2826
3,3,632,80,18.5825,0.664,0.7442,42.4957
3,3,633,10,38.4284,0.9868,0,3.1267
3,3,633,20,35.9488,0.9806,0,3.1727
3,3,633,30,32.1992,0.9664,0.0555,3.4134
3,3,633,40,28.4852,0.9359,0.1839,4.0125
3,3,633,50,25.6776,0.8936,0.3199,5.5412
3,3,633,60,22.8033,0.8304,0.4612,8.6816
3,3,633,70,20.6385,0.7575,0.6061,18.1233
3,3,633,80,18.254,0.6623,0.7442,42.4148
3,3,634,10,34.0104,0.9813,0,3.1555
3,3,634,20,31.0872,0.971,0,3.1861
3,3,634,30,28.8136,0.9537,0.0556,3.3733
3,3,634,40,26.8454,0.9222,0.1859,4.0216
3,3,634,50,25.3717,0.8891,0.3228,5.431
3,3,634,60,23.2792,0.8429,0.4637,8.5601
3,3,634,70,21.5904,0.7896,0.608,17.1076
3,3,634,80,19.4189,0.7094,0.7444,45.2088
3,3,635,10,33.5594,0.9765,0,3.2053
3,3,635,20,30.6497,0.9632,0,3.1891
3,3,635,30,28.976,0.9427,0.0557,3.376
3,3,635,40,26.95,0.9064,0.1859,4.0724
3,3,635,50,25.2066,0.8611,0.3228,5.4919
3,3,635,60,23.3202,0.8033,0.4637,8.6283
3,3,635,70,21.554,0.7351,0.608,17.0293
3,3,635,80,19.3499,0.6536,0.7444,45.1648
3,3,636,10,36.1409,0.9942,0,3.1394
3,3,636,20,34.5167,0.9922,0,3.1991
3,3,636,30,32.4908,0.9883,0.0555,3.3988
3,3,636,40,30.4523,0.9786,0.1839,4.0385
3,3,636,50,28.2926,0.9641,0.3199,5.5428
3,3,636,60,26.3319,0.943,0.4612,8.7241
3,3,636,70,24.1511,0.9091,0.6061,18.1659
3,3,636,80,21.2766,0.8594,0.7442,42.2251
3,3,637,10,40.2053,0.993,0,3.1496
3,3,637,20,36.5868,0.9901,0,3.1794
3,3,637,30,33.7352,0.9825,0.0557,3.3786
3,3,637,40,30.0257,0.9651,0.1859,4.0533
3,3,637,50,27.063,0.9403,0.3228,5.7323
3,3,637,60,24.4003,0.9047,0.4637,8.5711
3,3,637,70,22.5044,0.863,0.608,17.0889
3,3,637,80,19.838,0.7835,0.7444,45.055
3,3,638,10,37.9594,0.9924,0,3.0717
3,3,638,20,33.4308,0.9819,0,3.1093
3,3,638,30,29.0907,0.9599,0.0557,3.322
3,3,638,40,25.3634,0.9109,0.1859,4.0088
3,3,638,50,22.9652,0.8526,0.3228,5.3969
3,3,638,60,20.711,0.7839,0.4637,8.4919
3,3,638,70,18.7404,0.6983,0.608,16.9724
3,3,638,80,16.7413,0.5949,0.7444,45.0561
3,3,639,10,34.9957,0.9898,0,3.0687
3,3,639,20,30.893,0.9766,0,3.1443
3,3,639,30,27.2981,0.9504,0.0555,3.3487
3,3,639,40,23.7467,0.8929,0.1839,3.9988
3,3,639,50,21.1838,0.821,0.3199,5.4865
3,3,639,60,19.2397,0.7376,0.4612,8.7129
3,3,639,70,17.1544,0.6247,0.6061,18.0952
3,3,639,80,15.357,0.5072,0.7442,43.3262
3,3,640,10,34.6919,0.9888,0,3.1544
3,3,640,20,32.4991,0.9819,0,3.2154
3,3,640,30,28.9767,0.9625,0.0557,3.3433
3,3,640,40,25.0099,0.9163,0.1859,4.108
3,3,640,50,22.7999,0.8635,0.3228,5.5707
3,3,640,60,20.8286,0.7939,0.4637,8.5377
3,3,640,70,18.8386,0.7025,0.608,17.0924
3,3,640,80,17.0019,0.6113,0.7444,45.0518
3,3,641,10,35.0883,0.9836,0,3.0915
3,3,641,20,32.4613,0.9686,0,3.1588
3,3,641,30,29.5173,0.9393,0.0555,3.4025
3,3,641,40,26.1955,0.8836,0.1839,3.9878
3,3,641,50,23.5554,0.8149,0.3199,5.476
3,3,641,60,21.3552,0.7312,0.4612,8.6869
3,3,641,70,19.2348,0.6235,0.6061,18.1797
3,3,641,80,17.821,0.5197,0.7442,42.431
3,3,642,10,34.7458,0.9891,0,3.0915
3,3,642,20,32.6902,0.9812,0,3.1663
3,3,642,30,27.6993,0.9535,0.0555,3.3382
3,3,642,40,24.4694,0.896,0.1839,3.9943
3,3,642,50,22.2215,0.8277,0.3199,5.5734
3,3,642,60,20.2984,0.7471,0.4612,8.7226
3,3,642,70,18.4282,0.6467,0.6061,18.2371
3,3,642,80,16.8891,0.5357,0.7442,42.2438
3,3,643,10,33.3433,0.989,0,3.1137
3,3,643,20,30.1112,0.9792,0,3.1537
3,3,643,30,27.7671,0.9614,0.0555,3.3943
3,3,643,40,24.6926,0.9209,0.1839,4.0044
3,3,643,50,22.3995,0.8677,0.3199,5.5041
3,3,643,60,20.5574,0.7993,0.4612,8.6975
3,3,643,70,18.6072,0.7029,0.6061,18.117
3,3,643,80,16.5893,0.5906,0.7442,42.1208
3,3,644,10,35.0375,0.9882,0,3.153
3,3,644,20,32.4035,0.979,0,3.1693
3,3,644,30,29.7952,0.9597,0.0555,3.3402
3,3,644,40,26.5379,0.9186,0.1839,4.0306
3,3,644,50,24.2009,0.8665,0.3199,5.5279
3,3,644,60,21.7783,0.7946,0.4612,8.7242
3,3,644,70,19.4779,0.703,0.6061,18.1425
3,3,644,80,17.0686,0.5816,0.7442,42.3885
3,3,645,10,38.5742,0.991,0,3.0926
3,3,645,20,34.9786,0.9833,0,3.2078
3,3,645,30,30.7717,0.9592,0.0557,3.3349
3,3,645,40,27.0183,0.913,0.1859,4.0291
3,3,645,50,24.4312,0.8572,0.3228,5.4518
3,3,645,60,22.1238,0.7878,0.4637,8.6294
3,3,645,70,20.0669,0.7058,0.608,17.1229
3,3,645,80,17.9323,0.5911,0.7444,44.934
3,3,646,10,36.2736,0.9883,0,3.1485
3,3,646,20,33.3442,0.9782,0,3.1814
3,3,646,30,30.2362,0.9597,0.0555,3.3391
3,3,646,40,25.7816,0.9117,0.1839,4.0434
3,3,646,50,22.9585,0.8501,0.3199,5.5294
3,3,646,60,20.7565,0.7783,0.4612,8.7653
3,3,646,70,17.9546,0.6569,0.6061,18.1274
3,3,646,80,15.7756,0.5253,0.7442,42.3092
3,3,647,10,33.2414,0.99,0,3.1163
3,3,647,20,30.5489,0.9834,0,3.112
3,3,647,30,28.3942,0.967,0.0557,3.3957
3,3,647,40,25.3065,0.9278,0.1859,4.0937
3,3,647,50,22.615,0.8739,0.3228,5.4065
3,3,647,60,20.4119,0.8041,0.4637,8.5353
3,3,647,70,18.19,0.705,0.608,17.4049
3,3,647,80,16.2432,0.5924,0.7444,45.3128
3,3,648,10,37.5773,0.9912,0,3.0953
3,3,648,20,35.4365,0.9855,0,3.1342
3,3,648,30,32.6657,0.9744,0.0557,3.3503
3,3,648,40,28.8642,0.9439,0.1859,4.0127
3,3,648,50,26.0407,0.9039,0.3228,5.3703
3,3,648,60,23.9592,0.8546,0.4637,8.6013
3,3,648,70,21.8569,0.7837,0.608,16.9271
3,3,648,80,19.4273,0.6822,0.7444,45.7078
3,3,649,10,37.0455,0.9922,0,3.0607
3,3,649,20,34.2721,0.9887,0,3.1729
3,3,649,30,31.7653,0.9811,0.0557,3.377
3,3,649,40,27.7964,0.957,0.1859,4.0915
3,3,649,50,24.9448,0.9192,0.3228,5.4641
3,3,649,60,22.8758,0.8738,0.4637,8.5436
3,3,649,70,20.7439,0.8128,0.608,17.2468
3,3,649,80,18.9031,0.7335,0.7444,45.433
3,3,650,10,34.6091,0.984,0,3.1564
3,3,650,20,32.0894,0.9739,0,3.1545
3,3,650,30,29.26,0.9518,0.0555,3.3546
3,3,650,40,25.607,0.9041,0.1839,4.0569
3,3,650,50,23.2293,0.8463,0.3199,5.529
3,3,650,60,21.0406,0.7724,0.4612,8.6556
3,3,650,70,18.6808,0.6757,0.6061,18.2086
3,3,650,80,16.6552,0.5638,0.7442,42.3557
3,3,651,10,33.9709,0.9801,0,3.115
3,3,651,20,31.817,0.9685,0,3.1765
3,3,651,30,29.9525,0.953,0.0557,3.3559
3,3,651,40,26.7158,0.9123,0.1859,4.0821
3,3,651,50,24.301,0.8583,0.3228,5.4491
3,3,651,60,22.0315,0.7856,0.4637,8.6447
3,3,651,70,19.7768,0.6925,0.608,17.1413
3,3,651,80,17.1975,0.5776,0.7444,45.1956
3,3,652,10,36.3888,0.9924,0,3.0822
3,3,652,20,34.772,0.9898,0,3.1616
3,3,652,30,32.2206,0.9796,0.0557,3.3508
3,3,652,40,28.4991,0.9563,0.1859,4.0411
3,3,652,50,25.7347,0.9221,0.3228,5.4163
3,3,652,60,23.2839,0.87,0.4637,8.5636
3,3,652,70,20.683,0.7899,0.608,17.0526
3,3,652,80,17.9625,0.6713,0.7444,45.1247
3,3,653,10,36.5092,0.9892,0,3.0672
3,3,653,20,32.8471,0.9767,0,3.0967
3,3,653,30,29.1182,0.954,0.0557,3.3278
3,3,653,40,25.5188,0.9018,0.1859,4.0238
3,3,653,50,22.876,0.8355,0.3228,5.3948
3,3,653,60,20.5033,0.7476,0.4637,8.5238
3,3,653,70,18.3828,0.6403,0.608,17.1033
3,3,653,80,16.3774,0.5194,0.7444,45.1056
3,3,654,10,38.4386,0.9947,0,3.1011
3,3,654,20,32.8019,0.987,0,3.1266
3,3,654,30,28.5241,0.9647,0.0557,3.3175
3,3,654,40,25.1963,0.9199,0.1859,3.9862
3,3,654,50,23.0753,0.8649,0.3228,5.3917
3,3,654,60,20.9959,0.7924,0.4637,9.1088
3,3,654,70,19.0768,0.6985,0.608,17.1161
3,3,654,80,17.323,0.5936,0.7444,45.3361
3,3,655,10,32.2572,0.9895,0,3.1098
3,3,655,20,30.8771,0.9848,0,3.1631
3,3,655,30,28.7924,0.9706,0.0557,3.4075
3,3,655,40,26.0367,0.9421,0.1859,4.0192
3,3,655,50,23.6827,0.9018,0.3228,5.449
3,3,655,60,21.0254,0.8402,0.4637,8.5668
3,3,655,70,19.0411,0.7611,0.608,17.0253
3,3,655,80,16.727,0.6471,0.7444,45.3784
3,3,656,10,37.2502,0.992,0,3.1385
3,3,656,20,34.7796,0.9871,0,3.1521
3,3,656,30,31.3109,0.9738,0.0557,3.3396
3,3,656,40,27.9689,0.9452,0.1859,4.051
3,3,656,50,25.3697,0.9029,0.3228,5.4781
3,3,656,60,22.9351,0.837,0.4637,8.5749
3,3,656,70,20.5547,0.755,0.608,17.0396
3,3,656,80,18.5822,0.6519,0.7444,44.9869
3,3,657,10,32.3341,0.9766,0,3.1164
3,3,657,20,30.076,0.9616,0,3.1519
3,3,657,30,27.3793,0.9318,0.0555,3.3789
3,3,657,40,24.5205,0.8789,0.1839,4.0281
3,3,657,50,21.9108,0.8092,0.3199,5.518
3,3,657,60,19.6895,0.7256,0.4612,8.778
3,3,657,70,17.4635,0.6214,0.6061,18.1506
3,3,657,80,15.5067,0.4959,0.7442,44.7878
3,3,658,10,34.2533,0.9868,0,3.5304
3,3,658,20,31.6581,0.9763,0,3.7069
3,3,658,30,29.1276,0.9561,0.0555,3.8178
3,3,658,40,26.5331,0.9181,0.1839,4.4355
3,3,658,50,24.6317,0.8726,0.3199,6.0671
3,3,658,60,22.6265,0.8092,0.4612,9.6397
3,3,658,70,20.244,0.7224,0.6061,20.3678
3,3,658,80,18.2227,0.6218,0.7442,43.3162
3,3,659,10,33.3001,0.977,0,3.5412
3,3,659,20,30.5315,0.9604,0,3.5783
3,3,659,30,27.6307,0.932,0.0555,3.7666
3,3,659,40,24.326,0.8744,0.1839,4.4939
3,3,659,50,21.6196,0.8033,0.3199,5.6143
3,3,659,60,19.4872,0.7165,0.4612,8.7036
3,3,659,70,17.4152,0.6049,0.6061,18.1556
3,3,659,80,15.365,0.4968,0.7442,42.0312
3,3,660,10,35.3057,0.9888,0,3.113
3,3,660,20,33.4841,0.9814,0,3.1351
3,3,660,30,30.5268,0.963,0.0555,3.4073
3,3,660,40,27.8363,0.9259,0.1839,4.035
3,3,660,50,24.9452,0.8678,0.3199,5.5252
3,3,660,60,22.2325,0.7917,0.4612,8.6843
3,3,660,70,19.6407,0.6857,0.6061,18.2091
3,3,660,80,17.3635,0.5664,0.7442,42.101
3,3,661,10,33.0213,0.9795,0,3.1043
3,3,661,20,29.6448,0.9533,0,3.1362
3,3,661,30,27.3223,0.922,0.0555,3.3618
3,3,661,40,24.6982,0.8607,0.1839,3.9788
3,3,661,50,22.6249,0.7873,0.3199,5.4932
3,3,661,60,20.9712,0.7017,0.4612,8.8481
3,3,661,70,19.3497,0.6043,0.6061,18.2524
3,3,661,80,17.8871,0.4896,0.7442,42.124
3,3,662,10,32.8546,0.9801,0,3.1269
3,3,662,20,29.7967,0.9558,0,3.1659
3,3,662,30,26.9292,0.9143,0.0555,3.3678
3,3,662,40,24.0274,0.8456,0.1839,3.9635
3,3,662,50,22.158,0.7725,0.3199,5.5029
3,3,662,60,20.5375,0.6931,0.4612,8.6888
3,3,662,70,18.9908,0.5925,0.6061,18.1506
3,3,662,80,17.5934,0.4835,0.7442,42.1414
3,3,663,10,31.2839,0.9747,0,3.1029
3,3,663,20,28.9705,0.953,0,3.171
3,3,663,30,26.3807,0.9153,0.0555,3.3475
3,3,663,40,23.6813,0.8486,0.1839,3.9989
3,3,663,50,21.5643,0.7679,0.3199,5.4855
3,3,663,60,19.8465,0.6772,0.4612,9.0472
3,3,663,70,18.1127,0.5617,0.6061,18.5935
3,3,663,80,16.5091,0.4428,0.7442,42.1911
3,3,664,10,31.6566,0.9878,0,3.1266
3,3,664,20,30.1159,0.9811,0,3.1636
3,3,664,30,28.7664,0.9685,0.0555,3.3585
3,3,664,40,26.429,0.9399,0.1838,4.0725
3,3,664,50,24.2468,0.9007,0.3199,5.5646
3,3,664,60,22.0945,0.8459,0.4612,8.7091
3,3,664,70,19.9151,0.7779,0.6061,18.1268
3,3,664,80,17.7239,0.6986,0.7442,42.2692
3,3,665,10,31.8527,0.9886,0,3.1482
3,3,665,20,28.4931,0.9783,0,3.137
3,3,665,30,26.5754,0.9582,0.0555,3.3869
3,3,665,40,24.3047,0.9195,0.1839,4.0397
3,3,665,50,22.2461,0.8715,0.3199,5.4534
3,3,665,60,20.1558,0.8036,0.4612,8.7417
3,3,665,70,18.2987,0.7216,0.6061,17.9965
3,3,665,80,16.8138,0.6288,0.7442,42.2065
3,3,666,10,44.4124,0.9984,0,3.1156
3,3,666,20,42.2197,0.9976,0,3.176
3,3,666,30,39.2136,0.9958,0.0557,3.3797
3,3,666,40,34.8509,0.9905,0.1859,3.9633
3,3,666,50,31.6421,0.9815,0.3227,5.4551
3,3,666,60,28.7334,0.9667,0.4637,8.5733
3,3,666,70,25.7427,0.9427,0.608,16.8849
3,3,666,80,22.6099,0.9057,0.7444,45.58
3,3,667,10,41.2549,0.9957,0,3.0745
3,3,667,20,36.6023,0.9939,0,3.2223
3,3,667,30,32.2026,0.9858,0.0557,3.3031
3,3,667,40,27.2588,0.9585,0.1859,4.0591
3,3,667,50,24.5975,0.9203,0.3228,5.4524
3,3,667,60,22.2124,0.861,0.4637,8.6395
3,3,667,70,19.9292,0.7788,0.608,17.0415
3,3,667,80,17.7393,0.6712,0.7444,45.0455
3,3,668,10,32.2255,0.9761,0,3.1111
3,3,668,20,29.1185,0.9585,0,3.1465
3,3,668,30,26.6341,0.9323,0.0555,3.388
3,3,668,40,23.6533,0.8794,0.1839,3.992
3,3,668,50,21.2051,0.8045,0.3199,5.5039
3,3,668,60,19.2808,0.7164,0.4612,8.7022
3,3,668,70,17.4756,0.6048,0.6061,18.1601
3,3,668,80,15.66,0.4687,0.7442,42.3285
3,3,669,10,33.7896,0.9894,0,3.1702
3,3,669,20,31.8548,0.9827,0,3.1958
3,3,669,30,29.5427,0.9699,0.0555,3.4053
3,3,669,40,27.573,0.9513,0.1839,4.0828
3,3,669,50,25.1465,0.9245,0.3199,5.5123
3,3,669,60,22.0959,0.8809,0.4612,8.8095
3,3,669,70,19.5323,0.806,0.6061,18.2314
3,3,669,80,17.4195,0.7142,0.7442,42.2028
3,3,670,10,37.1319,0.9871,0,3.0452
3,3,670,20,34.4338,0.978,0,3.1825
3,3,670,30,31.9499,0.9595,0.0555,3.3524
3,3,670,40,28.3326,0.9182,0.1839,4.0633
3,3,670,50,25.3783,0.8603,0.3199,5.512
3,3,670,60,23.0452,0.7882,0.4612,8.8235
3,3,670,70,21.0981,0.6969,0.6061,18.2437
3,3,670,80,19.045,0.5797,0.7442,42.1997
3,3,671,10,30.9248,0.9826,0,3.1137
3,3,671,20,28.5217,0.9687,0,3.1689
3,3,671,30,25.7719,0.9355,0.0555,3.3403
3,3,671,40,22.7572,0.8639,0.1838,3.9852
3,3,671,50,20.614,0.783,0.3199,5.5334
3,3,671,60,19.0262,0.6987,0.4612,8.7265
3,3,671,70,17.3973,0.5928,0.6061,18.0688
3,3,671,80,15.7602,0.4677,0.7442,42.1588
3,3,672,10,36.8464,0.9945,0,3.0907
3,3,672,20,34.0318,0.9899,0,3.194
3,3,672,30,28.8641,0.9747,0.0557,3.3627
3,3,672,40,24.8052,0.9419,0.1859,4.0409
3,3,672,50,22.1575,0.8925,0.3228,5.4221
3,3,672,60,20.1829,0.8296,0.4637,8.6413
3,3,672,70,18.1836,0.7431,0.608,17.0638
3,3,672,80,16.0103,0.6271,0.7444,45.1879
3,3,673,10,36.9059,0.9924,0,3.0801
3,3,673,20,33.1343,0.9819,0,3.1267
3,3,673,30,29.6624,0.9609,0.0557,3.3622
3,3,673,40,25.4029,0.9139,0.1859,4.0553
3,3,673,50,22.622,0.8581,0.3228,5.4419
3,3,673,60,20.4598,0.7886,0.4637,8.5773
3,3,673,70,18.3444,0.6961,0.608,17.129
3,3,673,80,16.2255,0.573,0.7444,45.091
3,3,674,10,32.1997,0.9854,0,3.0795
3,3,674,20,29.0765,0.973,0,3.1597
3,3,674,30,26.1416,0.9468,0.0557,3.3057
3,3,674,40,23.0189,0.8947,0.1859,4.0826
3,3,674,50,20.7191,0.8302,0.3228,5.4532
3,3,674,60,18.9479,0.7558,0.4637,8.5913
3,3,674,70,17.2634,0.6659,0.608,16.9252
3,3,674,80,15.4973,0.5558,0.7444,45.5577
3,3,675,10,33.0893,0.9781,0,3.1368
3,3,675,20,29.4871,0.9592,0,3.155
3,3,675,30,26.7642,0.9296,0.0555,3.4251
3,3,675,40,24.2345,0.8747,0.1839,4.0637
3,3,675,50,22.649,0.8147,0.3199,5.5915
3,3,675,60,20.9442,0.747,0.4612,8.7051
3,3,675,70,19.3876,0.6646,0.6061,18.2128
3,3,675,80,17.9251,0.5631,0.7442,42.9753
3,3,676,10,38.2384,0.9874,0,3.1898
3,3,676,20,34.5578,0.979,0,3.2364
3,3,676,30,29.1703,0.9523,0.0557,3.3985
3,3,676,40,25.7784,0.9031,0.1859,4.0967
3,3,676,50,23.3784,0.8401,0.3228,5.4459
3,3,676,60,21.187,0.765,0.4637,8.6762
3,3,676,70,19.1603,0.6747,0.608,17.2984
3,3,676,80,17.2985,0.5616,0.7444,45.2465
3,3,677,10,37.1882,0.9921,0,3.1457
3,3,677,20,35.0252,0.9879,0,3.1458
3,3,677,30,33.1138,0.9824,0.0555,3.4066
3,3,677,40,29.8369,0.9643,0.1839,4.0539
3,3,677,50,26.0523,0.9302,0.3199,5.5501
3,3,677,60,23.5994,0.876,0.4612,8.7274
3,3,677,70,20.7654,0.7935,0.6061,18.0725
3,3,677,80,18.1236,0.6797,0.7442,42.3355
3,3,678,10,32.3296,0.9875,0,3.0845
3,3,678,20,29.7149,0.9745,0,3.1547
3,3,678,30,26.5172,0.9436,0.0555,3.3649
3,3,678,40,23.2329,0.879,0.1839,4.0005
3,3,678,50,20.6795,0.8019,0.3199,5.5572
3,3,678,60,18.5215,0.7104,0.4612,8.915
3,3,678,70,16.5905,0.5955,0.6061,18.2474
3,3,678,80,14.8559,0.4611,0.7442,42.2274
3,3,679,10,36.1107,0.9931,0,3.1106
3,3,679,20,33.666,0.9893,0,3.1159
3,3,679,30,30.5177,0.9763,0.0557,3.3693
3,3,679,40,26.6051,0.9362,0.1859,4.0006
3,3,679,50,24.0551,0.8867,0.3228,5.3627
3,3,679,60,21.8625,0.8202,0.4637,8.6058
3,3,679,70,19.426,0.7255,0.608,17.0098
3,3,679,80,17.2664,0.6074,0.7444,45.0509
3,3,680,10,35.7234,0.989,0,3.1213
3,3,680,20,32.9753,0.979,0,3.1632
3,3,680,30,29.6499,0.952,0.0557,3.3892
3,3,680,40,25.6552,0.8933,0.1859,4.061
3,3,680,50,22.8764,0.8239,0.3228,5.3571
3,3,680,60,20.6945,0.7432,0.4637,8.5759
3,3,680,70,18.8665,0.6462,0.608,17.264
3,3,680,80,16.9985,0.538,0.7444,45.2869
3,3,681,10,38.1468,0.9924,0,3.0626
3,3,681,20,34.8873,0.9883,0,3.1347
