AuSR,Dataset,File,TR,ATR,TPR,FNR,FPR,TNR,Precision,F1Score,Accuracy,Time
1,3,542,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.9787
1,3,542,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.7867
1,3,542,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4888
1,3,543,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.0042
1,3,543,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.1999
1,3,543,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.4559
1,3,543,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.6781
1,3,543,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5335
1,3,543,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5017
1,3,543,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.7824
1,3,543,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.1063
1,3,544,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6445
1,3,544,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.7618
1,3,544,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.0623
1,3,544,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.3324
1,3,544,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5003
1,3,544,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.8236
1,3,544,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.8824
1,3,544,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,3.034
1,3,545,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.2175
1,3,545,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.0532
1,3,545,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.8882
1,3,545,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.4923
1,3,545,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5492
1,3,545,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.7834
1,3,545,70,0.6988,1,0,0.018,0.982,0.9823,0.9911,0.991,2.0465
1,3,545,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.5392
1,3,546,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.7409
1,3,546,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.9049
1,3,546,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.9024
1,3,546,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.2259
1,3,546,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.591
1,3,546,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.979
1,3,546,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.7548
1,3,546,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.5737
1,3,547,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.8747
1,3,547,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6309
1,3,547,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.1114
1,3,547,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.8511
1,3,547,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.0691
1,3,547,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.2693
1,3,547,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.7138
1,3,547,80,0.799,1,0,0.0115,0.9885,0.9886,0.9943,0.9942,2.1975
1,3,548,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.3781
1,3,548,20,0.2003,0.9999,0.0001,0.004,0.996,0.996,0.998,0.998,3.2602
1,3,548,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.7653
1,3,548,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.5458
1,3,548,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.9465
1,3,548,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.529
1,3,548,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,3.0973
1,3,548,80,0.799,1,0,0.0115,0.9885,0.9886,0.9943,0.9942,2.7349
1,3,549,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.4555
1,3,549,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.7979
1,3,549,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.7179
1,3,549,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5106
1,3,549,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.1804
1,3,549,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.0719
1,3,549,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.5206
1,3,549,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.3877
1,3,550,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.2677
1,3,550,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6819
1,3,550,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.7467
1,3,550,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.7352
1,3,550,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.7221
1,3,550,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.1351
1,3,550,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.3929
1,3,550,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.5478
1,3,551,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.0599
1,3,551,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6698
1,3,551,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.8334
1,3,551,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.1785
1,3,551,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.0979
1,3,551,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.8734
1,3,551,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4523
1,3,551,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7776
1,3,552,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.3615
1,3,552,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.715
1,3,552,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.6823
1,3,552,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.2779
1,3,552,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.6949
1,3,552,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.8682
1,3,552,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.7267
1,3,552,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.6313
1,3,553,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.5546
1,3,553,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.4368
1,3,553,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5533
1,3,553,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.8652
1,3,553,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.2554
1,3,553,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.6999
1,3,553,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,3.0977
1,3,553,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7
1,3,554,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.5049
1,3,554,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.8616
1,3,554,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.0467
1,3,554,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.0447
1,3,554,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.0292
1,3,554,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.8376
1,3,554,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.9086
1,3,554,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.9466
1,3,555,10,0.0997,0.9999,0.0001,0.0009,0.9991,0.9991,0.9995,0.9995,2.9539
1,3,555,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6193
1,3,555,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.9114
1,3,555,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.3797
1,3,555,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.1097
1,3,555,60,0.5997,1,0,0.0088,0.9912,0.9913,0.9956,0.9956,2.8357
1,3,555,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.547
1,3,555,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.9791
1,3,556,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.4757
1,3,556,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6421
1,3,556,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.6858
1,3,556,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5211
1,3,556,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.8349
1,3,556,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.8562
1,3,556,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.781
1,3,556,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4898
1,3,557,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.2816
1,3,557,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.9294
1,3,557,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.8556
1,3,557,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.9735
1,3,557,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5318
1,3,557,60,0.5997,1,0,0.0088,0.9912,0.9913,0.9956,0.9956,2.6271
1,3,557,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.6483
1,3,557,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4835
1,3,558,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.864
1,3,558,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.3377
1,3,558,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.2632
1,3,558,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.6292
1,3,558,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.3454
1,3,558,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.0785
1,3,558,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.9305
1,3,558,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,3.4943
1,3,559,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.0401
1,3,559,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.2819
1,3,559,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.6465
1,3,559,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.825
1,3,559,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.4104
1,3,559,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.6019
1,3,559,70,0.6988,1,0,0.0181,0.9819,0.9823,0.991,0.991,2.7109
1,3,559,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4212
1,3,560,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.8444
1,3,560,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.0806
1,3,560,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.6288
1,3,560,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.927
1,3,560,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.9104
1,3,560,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.0997
1,3,560,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.7554
1,3,560,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7546
1,3,561,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.0829
1,3,561,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6529
1,3,561,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.6312
1,3,561,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.6072
1,3,561,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.6503
1,3,561,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5341
1,3,561,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.8499
1,3,561,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.6116
1,3,562,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.893
1,3,562,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.061
1,3,562,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.9611
1,3,562,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.2748
1,3,562,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.0374
1,3,562,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.6957
1,3,562,70,0.6988,1,0,0.0181,0.9819,0.9823,0.991,0.991,3.1128
1,3,562,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.6846
1,3,563,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.9995
1,3,563,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.589
1,3,563,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.1983
1,3,563,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.3763
1,3,563,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.3993
1,3,563,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.6228
1,3,563,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,3.0838
1,3,563,80,0.799,1,0,0.0115,0.9885,0.9886,0.9943,0.9942,3.5273
1,3,564,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.2639
1,3,564,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.0945
1,3,564,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.6375
1,3,564,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.002
1,3,564,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5967
1,3,564,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.615
1,3,564,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,3.0478
1,3,564,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4847
1,3,565,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.1265
1,3,565,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.7953
1,3,565,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.0544
1,3,565,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.1591
1,3,565,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.7323
1,3,565,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5333
1,3,565,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.5365
1,3,565,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.79
1,3,566,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.7377
1,3,566,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.3408
1,3,566,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.7148
1,3,566,40,0.4004,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5098
1,3,566,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.629
1,3,566,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.1446
1,3,566,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.6927
1,3,566,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.8662
1,3,567,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.8873
1,3,567,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.3872
1,3,567,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.8767
1,3,567,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.9107
1,3,567,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.9346
1,3,567,60,0.5997,1,0,0.0088,0.9912,0.9913,0.9956,0.9956,2.4187
1,3,567,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.838
1,3,567,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.3368
1,3,568,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6837
1,3,568,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.9739
1,3,568,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.4802
1,3,568,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.8184
1,3,568,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.6887
1,3,568,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.0218
1,3,568,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.6312
1,3,568,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.3346
1,3,569,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.5106
1,3,569,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.4308
1,3,569,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.9988
1,3,569,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.0292
1,3,569,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.475
1,3,569,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.6235
1,3,569,70,0.6988,1,0,0.0181,0.9819,0.9823,0.9911,0.991,2.605
1,3,569,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.6114
1,3,570,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.9367
1,3,570,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.643
1,3,570,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.0085
1,3,570,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.7773
1,3,570,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.8417
1,3,570,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5386
1,3,570,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.9147
1,3,570,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.9719
1,3,571,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.2024
1,3,571,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.4381
1,3,571,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.7307
1,3,571,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.8584
1,3,571,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.2777
1,3,571,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.4457
1,3,571,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4609
1,3,571,80,0.799,1,0,0.0115,0.9885,0.9886,0.9943,0.9942,2.6931
1,3,572,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.8727
1,3,572,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.0493
1,3,572,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.9533
1,3,572,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.7384
1,3,572,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.4678
1,3,572,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.569
1,3,572,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.5437
1,3,572,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.8302
1,3,573,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.7561
1,3,573,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6078
1,3,573,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.7813
1,3,573,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.7329
1,3,573,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.649
1,3,573,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4951
1,3,573,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4269
1,3,573,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,3.1743
1,3,574,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.234
1,3,574,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.7766
1,3,574,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.8671
1,3,574,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5563
1,3,574,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.98
1,3,574,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.8182
1,3,574,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.8159
1,3,574,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4926
1,3,575,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.987
1,3,575,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.0022
1,3,575,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.7109
1,3,575,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5658
1,3,575,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.8757
1,3,575,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.9397
1,3,575,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.6983
1,3,575,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7336
1,3,576,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.5456
1,3,576,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.709
1,3,576,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.4406
1,3,576,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.8359
1,3,576,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.59
1,3,576,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.781
1,3,576,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.7049
1,3,576,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.3296
1,3,577,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.8261
1,3,577,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5498
1,3,577,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.2598
1,3,577,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.6322
1,3,577,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.8419
1,3,577,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.1766
1,3,577,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,3.1181
1,3,577,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.2547
1,3,578,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.7249
1,3,578,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.8269
1,3,578,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.6216
1,3,578,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.7732
1,3,578,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.099
1,3,578,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4507
1,3,578,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.8396
1,3,578,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4247
1,3,579,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.8997
1,3,579,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6996
1,3,579,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.7421
1,3,579,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.7553
1,3,579,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5565
1,3,579,60,0.5997,1,0,0.0088,0.9912,0.9913,0.9956,0.9956,2.4183
1,3,579,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.5321
1,3,579,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.8476
1,3,580,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.5278
1,3,580,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.0102
1,3,580,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.7278
1,3,580,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.3714
1,3,580,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5863
1,3,580,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.0872
