AuSR,Dataset,File,TR,ATR,TPR,FNR,FPR,TNR,Precision,F1Score,Accuracy,Time
3,3,177,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4934
3,3,178,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.2709
3,3,178,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.8918
3,3,178,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.8484
3,3,178,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5776
3,3,178,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5241
3,3,178,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4787
3,3,178,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4891
3,3,178,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4327
3,3,179,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.5957
3,3,179,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5901
3,3,179,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5323
3,3,179,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.6484
3,3,179,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5836
3,3,179,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4889
3,3,179,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4732
3,3,179,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4404
3,3,180,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6592
3,3,180,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5764
3,3,180,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5621
3,3,180,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5662
3,3,180,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.482
3,3,180,60,0.5997,1,0,0.0088,0.9912,0.9913,0.9956,0.9956,2.4934
3,3,180,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.49
3,3,180,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4225
3,3,181,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6347
3,3,181,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6097
3,3,181,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5458
3,3,181,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5523
3,3,181,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.4961
3,3,181,60,0.5997,1,0,0.0088,0.9912,0.9913,0.9956,0.9956,2.5031
3,3,181,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4495
3,3,181,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.426
3,3,182,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6198
3,3,182,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6262
3,3,182,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5656
3,3,182,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5308
3,3,182,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5237
3,3,182,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4565
3,3,182,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.5114
3,3,182,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4483
3,3,183,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6572
3,3,183,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5845
3,3,183,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5677
3,3,183,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5458
3,3,183,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5138
3,3,183,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4926
3,3,183,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.5063
3,3,183,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4519
3,3,184,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6178
3,3,184,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6377
3,3,184,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5756
3,3,184,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5334
3,3,184,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5018
3,3,184,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5101
3,3,184,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.524
3,3,184,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4157
3,3,185,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6469
3,3,185,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6231
3,3,185,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5523
3,3,185,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5601
3,3,185,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5299
3,3,185,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5086
3,3,185,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4809
3,3,185,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4121
3,3,186,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6317
3,3,186,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5801
3,3,186,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5609
3,3,186,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5518
3,3,186,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.4966
3,3,186,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5001
3,3,186,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4429
3,3,186,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4185
3,3,187,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6288
3,3,187,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5879
3,3,187,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.573
3,3,187,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5205
3,3,187,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5319
3,3,187,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5025
3,3,187,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.474
3,3,187,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4543
3,3,188,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6437
3,3,188,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6233
3,3,188,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5741
3,3,188,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5369
3,3,188,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.4862
3,3,188,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4955
3,3,188,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4347
3,3,188,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4341
3,3,189,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6343
3,3,189,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5879
3,3,189,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5525
3,3,189,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5462
3,3,189,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5401
3,3,189,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4908
3,3,189,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4867
3,3,189,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.3981
3,3,190,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6442
3,3,190,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5913
3,3,190,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5857
3,3,190,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.564
3,3,190,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5088
3,3,190,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5025
3,3,190,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4764
3,3,190,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4228
3,3,191,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6237
3,3,191,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5646
3,3,191,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5893
3,3,191,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5224
3,3,191,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5201
3,3,191,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.505
3,3,191,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4448
3,3,191,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4473
3,3,192,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6505
3,3,192,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5514
3,3,192,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5655
3,3,192,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5671
3,3,192,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5025
3,3,192,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4775
3,3,192,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4525
3,3,192,80,0.799,1,0,0.0115,0.9885,0.9886,0.9943,0.9942,2.4154
3,3,193,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.629
3,3,193,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5904
3,3,193,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.6118
3,3,193,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5424
3,3,193,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5255
3,3,193,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.495
3,3,193,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4593
3,3,193,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4392
3,3,194,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.5989
3,3,194,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6026
3,3,194,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5856
3,3,194,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5528
3,3,194,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.4918
3,3,194,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4775
3,3,194,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4619
3,3,194,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4402
3,3,195,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6431
3,3,195,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6074
3,3,195,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5733
3,3,195,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5372
3,3,195,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.4912
3,3,195,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5183
3,3,195,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.468
3,3,195,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4599
3,3,196,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6146
3,3,196,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5731
3,3,196,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.6226
3,3,196,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5079
3,3,196,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5529
3,3,196,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5117
3,3,196,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4503
3,3,196,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.428
3,3,197,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6115
3,3,197,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.589
3,3,197,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5739
3,3,197,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.526
3,3,197,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5056
3,3,197,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.481
3,3,197,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4783
3,3,197,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4081
3,3,198,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.63
3,3,198,20,0.2003,0.9999,0.0001,0.004,0.996,0.996,0.998,0.998,2.5883
3,3,198,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5662
3,3,198,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.497
3,3,198,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5348
3,3,198,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4694
3,3,198,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4274
3,3,198,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.3925
3,3,199,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6179
3,3,199,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5952
3,3,199,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5562
3,3,199,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5342
3,3,199,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.488
3,3,199,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4787
3,3,199,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4824
3,3,199,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.3981
3,3,200,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6274
3,3,200,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6277
3,3,200,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.549
3,3,200,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5354
3,3,200,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.4905
3,3,200,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4661
3,3,200,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.5149
3,3,200,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4239
3,3,201,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6441
3,3,201,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5784
3,3,201,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5765
3,3,201,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.4963
3,3,201,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5099
3,3,201,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5202
3,3,201,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4136
3,3,201,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.3927
3,3,202,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6429
3,3,202,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6214
3,3,202,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.6173
3,3,202,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5279
3,3,202,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5085
3,3,202,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4728
3,3,202,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.422
3,3,202,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4674
3,3,203,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.622
3,3,203,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5949
3,3,203,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5946
3,3,203,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5711
3,3,203,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.537
3,3,203,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4581
3,3,203,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4302
3,3,203,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4441
3,3,204,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6129
3,3,204,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6088
3,3,204,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5536
3,3,204,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5853
3,3,204,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5124
3,3,204,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5008
3,3,204,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4644
3,3,204,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4119
3,3,205,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6162
3,3,205,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5864
3,3,205,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5803
3,3,205,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5535
3,3,205,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5389
3,3,205,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4849
3,3,205,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4852
3,3,205,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.398
3,3,206,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6004
3,3,206,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5869
3,3,206,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5594
3,3,206,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5748
3,3,206,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5358
3,3,206,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.53
3,3,206,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4584
3,3,206,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4161
3,3,207,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6495
3,3,207,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6187
3,3,207,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.66
3,3,207,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5349
3,3,207,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.4874
3,3,207,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.529
3,3,207,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4745
3,3,207,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4387
3,3,208,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6259
3,3,208,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5813
3,3,208,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.555
3,3,208,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5389
3,3,208,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.502
3,3,208,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5063
3,3,208,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4309
3,3,208,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4458
3,3,209,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.596
3,3,209,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5498
3,3,209,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5622
3,3,209,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5795
3,3,209,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5305
3,3,209,60,0.5997,1,0,0.0088,0.9912,0.9913,0.9956,0.9956,2.4828
3,3,209,70,0.6988,1,0,0.018,0.982,0.9823,0.991,0.991,2.4352
3,3,209,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4284
3,3,210,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6433
3,3,210,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6069
3,3,210,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5562
3,3,210,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5265
3,3,210,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5492
3,3,210,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4905
3,3,210,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4664
3,3,210,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4356
3,3,211,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6107
3,3,211,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6148
3,3,211,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5609
3,3,211,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5049
3,3,211,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.4846
3,3,211,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5386
3,3,211,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4448
3,3,211,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4078
3,3,212,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6552
3,3,212,20,0.2003,0.9999,0.0001,0.004,0.996,0.996,0.998,0.998,2.6373
3,3,212,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5698
3,3,212,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5714
3,3,212,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5139
3,3,212,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4908
3,3,212,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4551
3,3,212,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4264
3,3,213,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6125
3,3,213,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5836
3,3,213,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5728
3,3,213,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5018
3,3,213,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5457
3,3,213,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4633
3,3,213,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4794
3,3,213,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4484
3,3,214,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6159
3,3,214,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5868
3,3,214,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5486
3,3,214,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5122
3,3,214,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5034
3,3,214,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4906
3,3,214,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4829
3,3,214,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.3953
3,3,215,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.5968
3,3,215,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5463
3,3,215,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5293
3,3,215,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5311
3,3,215,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5482
3,3,215,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5149
3,3,215,70,0.6988,1,0,0.0181,0.9819,0.9823,0.9911,0.991,2.4337
3,3,215,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4205
